Index,imdb_id,revenue,cast
1045,tt1568338,46221189," Elizabeth Banks,  Ed Harris,  Jamie Bell, Sam Worthington,  Edward Burns"
1046,tt1931533,19422261," Abbie Cornish,  Christopher Walken,  Sam Rockwell, Colin Farrell,  Woody Harrelson"
1047,tt1430615,24719215," Vinessa Shaw, Drew Barrymore"
1048,tt1433811,3428048," Hope Davis,  Paula Patton,  Michael Nyqvist, Jason Bateman,  Frank Grillo"
1049,tt1716777,12434778," Mark Duplass, Chris Pine,  Olivia Wilde,  Michelle Pfeiffer"
1050,tt1714203,8493728," David Koechner, Danielle Panabaker,  Matt Bush,  Jean-Luc Bilodeau,  Katrina Bowden"
1051,tt0431021,85446075," Madison Davenport,  Natasha Calis,  Rob LaBelle"
1052,tt0938330,52302796,"Adelaide Clemens,  Kit Harington,  Carrie-Anne Moss,  Radha Mitchell,  Sean Bean"
1053,tt1764234,37930465," Ray Liotta,  James Gandolfini,  Ben Mendelsohn, Brad Pitt"
1054,tt1366365,16863583," Caroline Goodall, Henry Cavill,  Bruce Willis,  VerÃ³nica Echegui,  Sigourney Weaver"
1055,tt1764183,35485056," Susan Sarandon,  Brit Marling,  Tim Roth, Richard Gere"
1056,tt1234719,44806783," Adrianne Palicki,  Isabel Lucas,  Jeffrey Dean Morgan,  Josh Hutcherson, Chris Hemsworth"
1057,tt0383010,54819301," Jane Lynch,  Will Sasso,  SofÃ­a Vergara,  Chris Diamantopoulos, Sean Hayes"
1058,tt1535438,114281051,"Meryl Streep,  Tommy Lee Jones,  Steve Carell,  Marin Ireland"
1059,tt0763831,22044277," Allison Janney,  Cliff Curtis,  Kerry Washington, Eddie Murphy,  Clark Duke"
1060,tt1712170,30353232," Giancarlo Esposito,  Jean Reno,  Matthew Fox,  Rachel Nichols, Tyler Perry"
1061,tt1598828,36893721," Debbie Reynolds,  Sherri Shepherd,  John Leguizamo,  Patrick Fischler, Katherine Heigl"
1062,tt1441951,59520298," Pauline Collins,  Tom Courtenay,  Billy Connolly, Maggie Smith"
1063,tt1623288,107139399," Jodelle Ferland,  Anna Kendrick,  Tucker Albrizzi,  Casey Affleck, Kodi Smit-McPhee"
1064,tt2091473,8138788," John Krasinski,  Frances McDormand, Matt Damon,  Rosemarie DeWitt,  Lucas Black"
1065,tt2023453,77112176," Rachael Harris,  Peyton List,  Steve Zahn, Devon Bostick,  Zachary Gordon"
1066,tt1566501,9622846," Andy GarcÃ­a, Eva Longoria,  Oscar Isaac,  Peter O'Toole,  RubÃ©n Blades"
1067,tt0485985,50365377," Daniela Ruah,  David Oyelowo, Bryan Cranston,  Cuba Gooding Jr."
1068,tt1663143,11417362," Jackson Nicoll, Victoria Justice,  Jane Levy"
1069,tt1547234,31083599," Dania Ramirez,  Michael Shannon,  WolÃ© Parks"
1070,tt1840417,13231461," Dennis Quaid,  Zoe Saldana,  Olivia Wilde, Bradley Cooper,  Jeremy Irons"
1071,tt2109184,142817992," Matt Shively,  Brady Allen,  Sprague Grayden, Katie Featherston,  Kathryn Newton"
1072,tt0337692,8784318,"Kristen Stewart,  Sam Riley,  Kirsten Dunst,  Garrett Hedlund,  Tom Sturridge"
1073,tt1047540,119772232," Marisa Tomei,  Bailee Madison,  Bette Midler"
1074,tt1621045,96070507,"Michael Ealy,  Meagan Good,  Jerry Ferrara,  Regina Hall,  Kevin Hart"
1075,tt1925431,4636169," Vincent D'Onofrio,  Josh Duhamel,  50 Cent, Bruce Willis,  Rosario Dawson"
1076,tt1433822,9627492,"Ashley Greene,  Julianna Guill,  Luke Pasqualino,  Sebastian Stan,  Tom Felton"
1077,tt1480656,6063556," Samantha Morton,  Sarah Gadon,  Paul Giamatti,  Juliette Binoche, Robert Pattinson"
1078,tt1855325,240159255,"Milla Jovovich,  Aryana Engineer,  Li Bingbing,  Sienna Guillory,  Michelle Rodriguez"
1079,tt1876451,24637469," Cee Lo Green,  Derek Luke,  Carmen Ejogo,  Mike Epps, Whitney Houston"
1080,tt2215719,32726956," Russell Brand,  Mia Moretti,  Shannon Woodward, Katy Perry,  Rachael Markarian"
