Index,popularity,revenue,original_title,release_year,genres
41,3.080505,140396650,The Last Witch Hunter,2015,"Fantasy, Action, Adventure"
42,3.0795220000000003,34441873,Steve Jobs,2015,"History, Drama"
43,3.0534209999999997,108145109,The Man from U.N.C.L.E.,2015,"Comedy, Action, Adventure"
44,3.025852,42629776,The Age of Adaline,2015,"Fantasy, Drama, Romance"
45,3.023253,14333790,Hardcore Henry,2015,"Action, Adventure, Science Fiction"
46,2.976436,368871007,Home,2015,"Fantasy, Comedy, Animation, Science Fiction, Family"
47,2.968254,85512300,Paper Towns,2015,"Drama, Mystery, Romance"
48,2.93234,0,Wild Card,2015,"Thriller, Crime, Drama"
49,2.8851259999999996,9064511,The Lobster,2015,"Thriller, Comedy, Drama, Romance, Science Fiction"
50,2.883233,40272135,Carol,2015,"Romance, Drama"
51,2.8148020000000002,194564672,The Intern,2015,Comedy
52,2.7980169999999998,203427584,Everest,2015,"Adventure, Drama"
53,2.793297,101134059,Joy,2015,"Comedy, Drama"
54,2.6144990000000004,133718711,Point Break,2015,"Action, Crime, Thriller"
55,2.584264,36606743,Burnt,2015,Drama
56,2.578919,30523226,Self/less,2015,"Science Fiction, Mystery, Thriller"
57,2.575711,30418560,Mortdecai,2015,"Comedy, Adventure"
58,2.557859,64191523,The Danish Girl,2015,Drama
59,2.5507470000000003,17752940,Blackhat,2015,"Mystery, Crime, Action, Thriller, Drama"
60,2.487849,84025816,Sicario,2015,"Action, Crime, Drama, Mystery, Thriller"
61,2.4870419999999998,167977596,Fantastic Four,2015,"Action, Adventure, Science Fiction"
62,2.46449,40423945,The Witch,2015,"Mystery, Horror"
63,2.404473,235666219,Spy,2015,"Action, Comedy, Crime"
64,2.395366,153962963,Focus,2015,"Romance, Comedy, Crime, Drama"
65,2.354654,82347656,Hitman: Agent 47,2015,"Action, Crime, Thriller"
66,2.345821,93820758,In the Heart of the Sea,2015,"Thriller, Drama, Adventure, Action, History"
67,2.331636,0,Survivor,2015,"Crime, Thriller, Action"
68,2.3315669999999997,137935567,Creed,2015,Drama
69,2.31767,140795793,Trainwreck,2015,Comedy
70,2.29573,32848185,Eye in the Sky,2015,"Drama, Thriller, War"
71,2.28135,42972994,Legend,2015,"Crime, Thriller"
72,2.2720439999999997,45895,Beyond the Reach,2015,Thriller
73,2.234573,128388320,Pan,2015,"Adventure, Family, Fantasy"
74,2.165433,0,Mythica: The Darkspore,2015,"Action, Adventure, Fantasy"
75,2.141506,0,Me and Earl and the Dying Girl,2015,"Comedy, Drama"
76,2.140199,246233113,The Peanuts Movie,2015,"Adventure, Animation, Comedy, Family"
77,2.121884,48623572,Concussion,2015,Drama
78,2.096273,52395996,The Night Before,2015,Comedy
79,2.0809349999999998,5214043,Knock Knock,2015,"Drama, Horror, Thriller"
80,2.070708,63013281,The Longest Ride,2015,"Romance, Drama"
81,2.060162,466183544,Hotel Transylvania 2,2015,"Animation, Comedy, Family"
82,2.055572,24000000,Love the Coopers,2015,"Family, Comedy"
83,2.049886,61181942,The Walk,2015,"Adventure, Drama, Thriller"
84,2.0266509999999998,1863315,Tracers,2015,"Action, Crime, Drama"
85,2.000338,104384188,Vacation,2015,"Adventure, Comedy"
86,1.984529,95437994,Poltergeist,2015,"Horror, Thriller"
87,1.9800389999999999,187112,Maggie,2015,Horror
88,1.9597650000000002,2000000,Equals,2015,"Drama, Romance, Science Fiction"
89,1.95632,3324330,Child 44,2015,"Crime, Thriller"
90,1.926739,58978653,The Gift,2015,"Thriller, Mystery"
91,1.904898,240360392,Daddy's Home,2015,Comedy
92,1.876037,0,Mythica: The Necromancer,2015,"Fantasy, Action, Adventure"
93,1.872696,0,Vice,2015,"Thriller, Science Fiction, Action, Adventure"
94,1.865007,97571250,The Little Prince,2015,"Adventure, Animation, Fantasy"
95,1.841779,233755553,Alvin and the Chipmunks: The Road Chip,2015,"Adventure, Animation, Comedy, Family"
96,1.82313,18340000,The Dressmaker,2015,Drama
97,1.758618,43528634,The DUFF,2015,"Romance, Comedy"
98,1.742286,52882018,Sinister 2,2015,Horror
99,1.73518,107597242,Paul Blart: Mall Cop 2,2015,"Action, Adventure, Comedy, Family"
100,1.7247119999999998,0,Frozen Fever,2015,"Adventure, Animation, Family"
101,1.661789,0,High-Rise,2015,"Action, Drama, Science Fiction"
102,1.6510779999999998,50163103,The Boy Next Door,2015,Thriller
103,1.646664,0,Spooks: The Greater Good,2015,"Thriller, Action"
104,1.532997,49263404,Entourage,2015,Comedy
105,1.5100959999999999,79799880,The Wedding Ringer,2015,Comedy
106,1.499614,14860766,Scouts Guide to the Zombie Apocalypse,2015,"Comedy, Horror"
107,1.495112,98450062,The Visit,2015,"Horror, Thriller"
108,1.4832459999999998,99775678,Black Mass,2015,"Crime, Drama"
109,1.449072,50136,Heist,2015,"Crime, Action, Thriller"
110,1.448002,61548707,Krampus,2015,"Horror, Comedy, Fantasy"
111,1.443406,208588,Dark Places,2015,"Drama, Mystery, Thriller"
112,1.41239,54418872,No Escape,2015,"Action, Thriller"
113,1.40805,17986781,Dope,2015,"Crime, Drama, Comedy"
114,1.3882510000000001,28208085,American Ultra,2015,"Comedy, Action"
115,1.388032,61619773,Woman in Gold,2015,Drama
116,1.38032,0,The Scorpion King: The Lost Throne,2015,"Action, Fantasy, Adventure"
117,1.3766049999999999,105011053,Sisters,2015,Comedy
118,1.360926,32248241,Project Almanac,2015,"Science Fiction, Thriller"
119,1.360827,5189646,Absolutely Anything,2015,"Comedy, Science Fiction"
120,1.3558219999999999,72629670,The Transporter Refueled,2015,"Thriller, Action, Crime"
121,1.345982,74679822,Crimson Peak,2015,"Mystery, Thriller, Fantasy, Horror, Drama"
122,1.342839,0,Everly,2015,"Thriller, Action"
123,1.338481,122413057,Magic Mike XXL,2015,"Comedy, Drama, Music"
124,1.338322,78099553,Paranormal Activity: The Ghost Dimension,2015,"Horror, Thriller"
125,1.329702,229094,Slow West,2015,"Romance, Thriller, Western"
126,1.316239,8235661,Trumbo,2015,Drama
127,1.315266,32189727,Secret in Their Eyes,2015,"Crime, Drama, Mystery"
128,1.29314,2500431,Mistress America,2015,Comedy
129,1.291013,311594032,The SpongeBob Movie: Sponge Out of Water,2015,"Family, Animation"
130,1.284541,4719695,True Story,2015,"Crime, Drama, Mystery"
131,1.278928,43967255,Max,2015,"Adventure, Drama, Family"
132,1.25358,59700000,Shaun the Sheep Movie,2015,"Family, Animation, Comedy, Adventure"
133,1.251681,0,Louder Than Bombs,2015,Drama
134,1.2452239999999999,1702433,A Perfect Day,2015,"Comedy, Drama"
135,1.225325,10664749,The Gunman,2015,"Action, Drama, Crime"
136,1.191138,62882090,Unfriended,2015,"Horror, Thriller"
137,1.178831,51680201,Hot Pursuit,2015,"Action, Crime, Comedy"
138,1.1647239999999999,104303851,Insidious: Chapter 3,2015,"Drama, Horror, Thriller"
139,1.161812,118483,Z for Zachariah,2015,"Drama, Science Fiction, Thriller"
140,1.144808,0,Dragonheart 3: The Sorcerer's Curse,2015,"Action, Adventure, Fantasy"
141,1.142518,41387687,The Lady in the Van,2015,"Comedy, Drama"
142,1.138395,34227298,Victor Frankenstein,2015,"Drama, Science Fiction, Thriller"
143,1.128081,0,Brothers of the Wind,2015,"Adventure, Drama, Family"
144,1.1252389999999999,3759286,Anomalisa,2015,"Animation, Comedy, Drama, Romance"
145,1.0733489999999999,0,Bone Tomahawk,2015,"Horror, Western, Adventure, Drama"
146,1.065888,17671101,Regression,2015,"Horror, Mystery, Thriller"
147,1.0630549999999999,0,Pawn Sacrifice,2015,Drama
148,1.046518,11472454,The Man Who Knew Infinity,2015,Drama
149,1.041922,0,Momentum,2015,"Thriller, Action"
150,1.03839,1477002,The Diary of a Teenage Girl,2015,"Drama, Romance"
151,1.036825,0,Pay the Ghost,2015,"Horror, Thriller"
152,1.02762,0,The Voices,2015,"Horror, Thriller, Comedy, Crime"
153,1.021441,3643591,Last Knights,2015,"Action, Adventure"
154,1.0084739999999999,0,Il racconto dei racconti,2015,"Romance, Fantasy, Horror"
155,1.0070540000000001,27391084,Irrational Man,2015,"Mystery, Drama"
156,0.973316,0,Queen of the Desert,2015,"Drama, History"
157,0.956096,41325328,Ricki and the Flash,2015,"Comedy, Drama, Music"
158,0.9536469999999999,0,Miss You Already,2015,"Comedy, Drama, Romance"
159,0.953046,0,Kung Fury,2015,"Action, Comedy, Science Fiction, Fantasy"
160,0.950793,60273173,The Perfect Guy,2015,"Drama, Thriller"
161,0.9384319999999999,1936524,A Bigger Splash,2015,"Crime, Drama, Mystery, Thriller"
162,0.9376200000000001,7587485,While We're Young,2015,"Drama, Comedy"
163,0.9273389999999999,106511453,Get Hard,2015,Comedy
164,0.91704,0,Kidnapping Mr. Heineken,2015,"Drama, Action, Crime, Thriller"
165,0.913085,0,The Ridiculous 6,2015,"Comedy, Western"
166,0.90686,0,Kill Me Three Times,2015,"Comedy, Thriller"
167,0.9060360000000001,24902723,The 33,2015,"History, Drama"
168,0.8982959999999999,16002420,Suffragette,2015,"Drama, History"
169,0.8944770000000001,0,45 Years,2015,Drama
170,0.8809379999999999,11122090,We Are Your Friends,2015,"Drama, Music, Romance"
171,0.880268,6075,Barely Lethal,2015,"Adventure, Action, Comedy"
172,0.874641,13192457,Macbeth,2015,"History, Drama, War"
173,0.872149,16775,Extraction,2015,"Action, Thriller"
174,0.8611790000000001,0,Jenny's Wedding,2015,"Comedy, Drama"
175,0.848748,0,Descendants,2015,"Music, Action, Adventure, Comedy, Family"
176,0.843174,0,Tumbledown,2015,"Music, Romance, Comedy"
177,0.842202,30229977,Far from the Madding Crowd,2015,"Romance, Drama"
178,0.8369409999999999,3002884,The End of the Tour,2015,Drama
179,0.8324870000000001,85978266,The Second Best Exotic Marigold Hotel,2015,"Drama, Comedy"
180,0.829111,6420319,Little Boy,2015,"Comedy, Drama, War"
181,0.821443,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,2015,"Action, Adventure, Animation, Family"
182,0.820691,1986615,Remember,2015,"Drama, Thriller"
183,0.814206,26250020,Aloha,2015,"Adventure, Comedy, Romance"
184,0.813893,0,Accidental Love,2015,"Romance, Comedy"
185,0.810667,0,Halo: The Fall of Reach,2015,"Action, Animation, Science Fiction"
186,0.795762,7002261,Our Brand Is Crisis,2015,"Drama, Comedy"
187,0.792471,0,Into the Forest,2015,"Drama, Science Fiction"
188,0.7879689999999999,231737,The Invitation,2015,Thriller
189,0.781809,0,The Benefactor,2015,Drama
190,0.7739090000000001,0,Open Season: Scared Silly,2015,"Animation, Comedy, Family, Adventure"
191,0.77107,134552,Cop Car,2015,Thriller
192,0.768138,0,Mojave,2015,Thriller
193,0.758133,3214116,Sleeping with Other People,2015,Comedy
194,0.747541,0,Forsaken,2015,"Western, Drama"
195,0.738404,8413144,Amy,2015,"Documentary, Music"
196,0.7299,0,Madame Bovary,2015,Drama
197,0.719407,0,The Hallow,2015,"Fantasy, Horror"
198,0.7141310000000001,0,Barbie in Princess Power,2015,"Family, Animation"
199,0.7073550000000001,0,Howl,2015,Horror
200,0.706023,573335,Freeheld,2015,"Romance, Drama"
201,0.7013699999999999,0,Man Up,2015,"Romance, Comedy"
202,0.699932,695269,Love,2015,"Drama, Romance"
203,0.69957,2541554,Truth,2015,Drama
204,0.696184,0,Return to Sender,2015,Thriller
205,0.690479,10835752,Danny Collins,2015,"Comedy, Drama, Music"
206,0.6895789999999999,3020664,Rock the Kasbah,2015,"Comedy, Music, War"
207,0.689571,0,Fathers and Daughters,2015,Drama
208,0.6737920000000001,14444999,"Hello, My Name Is Doris",2015,"Comedy, Drama, Romance"
209,0.669351,1784763,The Vatican Tapes,2015,"Thriller, Horror"
210,0.661471,1411927,99 Homes,2015,Drama
211,0.6611630000000001,12314651,Hot Tub Time Machine 2,2015,Comedy
212,0.654335,0,Knight of Cups,2015,"Romance, Drama"
213,0.654046,143101,Manglehorn,2015,Drama
214,0.649628,0,Mississippi Grind,2015,Drama
215,0.644786,0,400 Days,2015,"Mystery, Science Fiction, Thriller"
216,0.640151,0,Lava,2015,"Animation, Comedy, Family, Fantasy, Music"
217,0.6385569999999999,0,Air,2015,"Thriller, Science Fiction"
218,0.633608,0,Riot,2015,Action
219,0.6295609999999999,0,Septembers of Shiraz,2015,"Drama, Thriller"
220,0.607124,8034,Every Thing Will Be Fine,2015,Drama
221,0.606113,0,Extinction,2015,"Drama, Horror, Science Fiction"
222,0.604928,0,The Childhood of a Leader,2015,"Mystery, Drama, Horror"
223,0.602165,35991087,A Walk in the Woods,2015,"Drama, Adventure, Comedy"
224,0.599751,0,Clown,2015,Horror
225,0.599655,64110728,The Lazarus Effect,2015,"Thriller, Horror"
226,0.589472,0,Batman vs. Robin,2015,"Action, Adventure, Animation"
227,0.586735,0,Careful What You Wish For,2015,Thriller
229,0.577814,14431253,Unfinished Business,2015,Comedy
230,0.5707439999999999,45431,Lost River,2015,"Fantasy, Thriller"
231,0.569443,0,Cobain: Montage of Heck,2015,"Music, Documentary"
232,0.561032,0,Hyena Road,2015,"War, Drama"
233,0.5607439999999999,0,Criminal Activities,2015,"Thriller, Crime, Drama"
234,0.560423,0,Life,2015,Drama
235,0.553238,45710059,"McFarland, USA",2015,Drama
236,0.5485869999999999,0,Backtrack,2015,"Horror, Mystery"
237,0.5478270000000001,0,X+Y,2015,Drama
238,0.546458,0,Home Sweet Hell,2015,"Drama, Comedy"
239,0.542568,0,Ooops! Noah is Gone...,2015,"Animation, Adventure, Comedy"
240,0.5327,0,The Unspoken,2015,"Thriller, Horror"
241,0.532239,0,Hot Girls Wanted,2015,Documentary
242,0.532205,42664410,The Gallows,2015,"Horror, Thriller"
243,0.52985,0,Dirty Weekend,2015,"Drama, Comedy"
244,0.527957,0,I Spit on Your Grave III: Vengeance is Mine,2015,"Horror, Thriller"
245,0.526642,0,Experimenter,2015,"History, Drama"
246,0.524315,3334927,By the Sea,2015,"Drama, Romance"
247,0.52025,0,Woodlawn,2015,Drama
248,0.516954,0,The Hollow,2015,"Horror, TV Movie"
249,0.515401,0,Visions,2015,"Thriller, Horror"
250,0.514735,1236094,Beyond the Mask,2015,Action
251,0.513386,0,I Am Here,2015,"Drama, Thriller"
252,0.50732,0,Wild Horses,2015,"Crime, Drama"
253,0.5048279999999999,0,Pressure,2015,"Drama, Thriller"
254,0.5024890000000001,0,Hidden,2015,"Thriller, Horror"
255,0.49726499999999996,157768,Hell & Back,2015,"Fantasy, Comedy, Animation"
256,0.48635100000000003,0,Robot Overlords,2015,"Adventure, Science Fiction, Action"
257,0.482422,0,The Man with the Iron Fists 2,2015,Action
258,0.47784,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,2015,"Action, Adventure, Animation, Family"
260,0.475473,0,Spare Parts,2015,"Action, Drama, Family"
261,0.474788,0,The World Made Straight,2015,Drama
262,0.47462600000000005,0,Last Shift,2015,"Horror, Thriller"
263,0.473344,0,Frankenstein,2015,"Horror, Thriller"
264,0.471393,0,Cartel Land,2015,"Drama, Documentary"
265,0.471091,0,Superfast!,2015,Comedy
266,0.470991,0,Moonwalkers,2015,Comedy
267,0.470124,0,Chi-Raq,2015,"Music, Drama, Crime, Comedy"
268,0.467556,0,Bad Asses on the Bayou,2015,"Comedy, Action"
269,0.465707,13603453,Strange Magic,2015,"Music, Animation, Family, Fantasy"
270,0.46208999999999995,21571189,Black or White,2015,Drama
271,0.45959700000000003,0,Dead Rising,2015,"Horror, Science Fiction"
272,0.454151,0,Deathgasm,2015,"Comedy, Horror"
273,0.45293900000000004,0,Justice League: Gods and Monsters,2015,"Action, Animation, Fantasy"
274,0.45087200000000005,1646788,I Saw the Light,2015,"Drama, Music"
275,0.45016000000000006,316472,Good Kill,2015,"Action, Drama, Thriller"
276,0.44426499999999997,0,Southbound,2015,"Fantasy, Thriller, Horror, Science Fiction"
277,0.444193,0,Star Trek: Renegades,2015,"Action, Science Fiction, Adventure, Fantasy"
278,0.443525,0,The Boy,2015,"Thriller, Drama, Horror"
279,0.44283500000000003,0,Riley's First Date?,2015,"Animation, Family"
280,0.44242700000000007,3286448,The Program,2015,Drama
281,0.442067,0,Lila & Eve,2015,"Thriller, Drama"
282,0.441882,0,The Final Girls,2015,"Horror, Comedy"
283,0.441402,0,He Never Died,2015,"Thriller, Horror, Comedy, Drama"
284,0.43959799999999993,0,A Very Murray Christmas,2015,"Comedy, Music"
285,0.438409,0,Kill Your Friends,2015,"Thriller, Comedy, Crime"
286,0.43708800000000003,0,Battle For SkyArk,2015,"Family, Science Fiction, Action, Adventure"
287,0.43558199999999997,2333684,Jem and the Holograms,2015,"Drama, Music, Adventure, Fantasy"
288,0.43307299999999993,0,The Adderall Diaries,2015,"Thriller, Action, Drama"
289,0.429892,0,Grizzly,2015,"Action, Horror, Thriller"
290,0.427116,0,Where to Invade Next,2015,Documentary
291,0.424813,90777,Beasts of No Nation,2015,"Drama, War"
292,0.42316099999999995,0,A Christmas Horror Story,2015,Horror
293,0.42178999999999994,0,Sunset Song,2015,Drama
294,0.429756,4505,Synchronicity,2015,"Thriller, Mystery, Science Fiction"
296,0.415041,0,The Pack,2015,"Thriller, Horror"
297,0.41491300000000003,3387000,Demonic,2015,"Thriller, Horror"
299,0.41287700000000005,0,The Legend of Barney Thomson,2015,"Thriller, Drama, Comedy"
300,0.41250299999999995,0,The Duke of Burgundy,2015,Drama
301,0.40969799999999995,0,88,2015,"Thriller, Action"
302,0.405095,0,The Girl in the Book,2015,Drama
303,0.404511,0,Avengers Grimm,2015,"Fantasy, Action, Adventure"
304,0.40223600000000004,771317,The D Train,2015,"Drama, Comedy"
305,0.250209,0,The Lion Guard: Return of the Roar,2015,"Family, TV Movie, Animation"
306,0.399947,228136,A Royal Night Out,2015,"Thriller, Romance, Drama"
307,0.398982,0,Parallels,2015,"Science Fiction, Action"
308,0.396791,830129,Born to Be Blue,2015,"Drama, Music"
309,0.394466,0,The Marine 4: Moving Target,2015,"Thriller, Action"
310,0.393642,0,Tales of Halloween,2015,Horror
311,0.39356599999999997,0,Blunt Force Trauma,2015,"Adventure, Action"
312,0.391326,0,Operator,2015,"Thriller, Action, Drama"
313,0.386529,0,The Human Centipede 3 (Final Sequence),2015,Horror
314,0.38340599999999997,49970,Spring,2015,"Horror, Romance, Science Fiction"
315,0.383183,0,The Intruders,2015,Thriller
316,0.382997,0,We Are Still Here,2015,Horror
317,0.7128899999999999,0,Monster High: Haunted,2015,"Animation, Family, Fantasy"
318,0.378836,0,3-Headed Shark Attack,2015,"Science Fiction, Action, Horror"
319,0.37668,0,Navy Seals vs. Zombies,2015,"Horror, Action"
320,0.411416,0,Wrecker,2015,"Thriller, Action, Horror"
321,0.37485300000000005,0,The Escort,2015,"Comedy, Romance"
322,0.37288899999999997,0,Martyrs,2015,"Drama, Horror, Thriller"
323,0.371145,0,Uncanny,2015,"Thriller, Drama, Science Fiction"
324,0.370148,0,Bad Hair Day,2015,"TV Movie, Adventure, Comedy"
325,0.369529,0,Area 51,2015,"Horror, Thriller, Science Fiction"
326,0.369108,0,San Andreas Quake,2015,"TV Movie, Action, Science Fiction"
327,0.36817,0,The Runner,2015,Drama
329,0.36743400000000004,0,Partisan,2015,"Thriller, Drama"
330,0.36603,0,R.L. Stine's Monsterville: The Cabinet of Souls,2015,"Comedy, Horror"
331,0.36590100000000003,17472,Strangerland,2015,"Drama, Thriller"
332,0.329164,0,Ashby,2015,"Drama, Romance, Comedy"
333,0.35982600000000003,0,Beautiful & Twisted,2015,"Crime, Drama, Thriller"
334,0.35765399999999997,0,Ronaldo,2015,Documentary
335,0.357614,0,Going Clear: Scientology and the Prison of Belief,2015,Documentary
336,0.357567,0,Zipper,2015,"Thriller, Drama"
337,0.35651900000000003,0,War Pigs,2015,"War, Action"
338,0.354624,0,Turbo Kid,2015,"Adventure, Action, Comedy, Science Fiction"
339,0.350858,0,Barbie in Rock 'N Royals,2015,"Animation, Music, Family"
340,0.350599,0,Circle,2015,"Drama, Horror, Science Fiction, Thriller"
341,0.348306,16661077,Monkey Kingdom,2015,"Animation, Documentary"
342,0.34779699999999997,0,Joe Dirt 2: Beautiful Loser,2015,Comedy
343,0.344994,0,Minions: The Competition,2015,Animation
344,0.344549,7449681,I'll See You in My Dreams,2015,"Drama, Comedy"
345,0.34253,0,Jesse Stone: Lost in Paradise,2015,"Drama, TV Movie, Crime, Mystery"
346,0.5740310000000001,494506,Steve Jobs: The Man in the Machine,2015,Documentary
347,0.33929699999999996,0,Babysitter's Black Book,2015,"Drama, TV Movie"
348,0.5114310000000001,0,The Ones Below,2015,Thriller
349,0.336453,0,Tremors 5: Bloodlines,2015,"Science Fiction, Action, Horror"
350,0.336107,2801508,Captive,2015,"Crime, Drama, Thriller"
351,0.335941,0,Terminus,2015,"Science Fiction, Thriller, Fantasy"
352,0.333656,0,Andron,2015,"Action, Science Fiction"
353,0.332921,0,How to Plan an Orgy in a Small Town,2015,Comedy
354,0.330968,70958,Freaks of Nature,2015,"Science Fiction, Comedy, Horror"
355,0.330484,0,Reversal,2015,"Thriller, Horror"
356,0.329776,0,Batman Unlimited: Monster Mayhem,2015,"Action, Animation, Family"
357,0.32910900000000004,0,The Lovers,2015,"Action, Adventure, Science Fiction, Romance"
358,0.327373,0,Holding the Man,2015,Drama
359,0.32706599999999997,0,Harbinger Down,2015,"Science Fiction, Horror"
360,0.32705,0,Batman Unlimited: Animal Instincts,2015,"Action, Animation, Family"
361,0.324666,0,Entertainment,2015,"Drama, Comedy"
362,0.324515,0,Meadowland,2015,Drama
363,0.324,643557,The Stanford Prison Experiment,2015,"Thriller, Drama"
364,0.39018800000000003,0,The Girl King,2015,"Drama, History, Romance"
365,0.322653,0,Bessie,2015,"Drama, Music, TV Movie"
366,0.32264,0,The Atticus Institute,2015,Horror
367,0.30035,0,The Hoarder,2015,"Thriller, Horror"
368,0.318459,0,I Smile Back,2015,Drama
369,0.315196,0,Oddball,2015,"Family, Adventure"
371,0.422901,0,Sanjay's Super Team,2015,Animation
372,0.307395,3447633,Learning to Drive,2015,"Romance, Comedy, Drama"
373,0.30591599999999997,0,Christmas Eve,2015,"Romance, Comedy"
375,0.30134299999999997,0,Sharknado 3: Oh Hell No!,2015,"TV Movie, Horror, Science Fiction"
376,0.300128,0,12 Rounds 3: Lockdown,2015,"Action, Thriller"
377,0.198522,0,Hitting the Apex,2015,Documentary
378,0.299427,4444,Club Life,2015,Drama
379,0.298861,0,Cleveland Abduction,2015,"Drama, Crime"
380,0.29875100000000004,4842699,90 Minutes in Heaven,2015,Drama
381,0.298628,0,Lavalantula,2015,"Horror, Science Fiction, TV Movie"
383,0.40436300000000003,0,Justice League: Throne of Atlantis,2015,"Science Fiction, Action, Animation, Adventure"
384,0.26500999999999997,0,Lady Chatterley's Lover,2015,"Romance, Drama"
385,0.292437,0,The Wicked Within,2015,Horror
386,0.291244,0,Bridgend,2015,Drama
387,0.29042399999999996,0,Backcountry,2015,"Drama, Horror, Thriller"
389,0.288598,0,Ratter,2015,"Drama, Thriller, Horror"
390,0.309811,0,An Inspector Calls,2015,"Drama, Thriller, Mystery"
391,0.28626599999999996,0,The Survivalist,2015,"Drama, Science Fiction, Thriller"
392,0.28336999999999996,0,Don't Grow Up,2015,Horror
394,0.282237,0,No Stranger Than Love,2015,"Romance, Comedy"
395,0.280878,0,The Hive,2015,"Horror, Science Fiction, Thriller"
396,0.27858299999999997,0,Back in Time,2015,"History, Documentary, Family"
397,0.277844,0,Nina Forever,2015,"Horror, Comedy, Romance"
398,0.277613,0,Some Kind Of Hate,2015,Horror
399,0.277035,0,The Dead Room,2015,"Horror, Thriller"
400,0.272995,0,Condemned,2015,Horror
402,0.270786,0,The Sand,2015,"Science Fiction, Horror"
403,0.171829,0,Digging for Fire,2015,Drama
405,0.261932,0,From the Dark,2015,Horror
406,0.26171700000000003,0,My All American,2015,Drama
407,0.26004499999999997,0,Hangman,2015,Thriller
408,0.202673,0,Larry Gaye: Renegade Male Flight Attendant,2015,Comedy
409,0.259794,7087452,Grandma,2015,"Drama, Comedy"
411,0.256542,0,Summer Camp,2015,Horror
412,0.256286,0,Backmask,2015,"Thriller, Horror"
413,0.255458,0,Already Tomorrow in Hong Kong,2015,"Romance, Comedy"
416,0.248964,0,Curve,2015,"Horror, Thriller"
417,0.24828000000000003,0,Pound of Flesh,2015,Action
418,0.24759499999999998,0,Cyberbully,2015,"Drama, Thriller"
419,0.24758899999999998,0,Final Girl,2015,"Action, Drama, Thriller"
420,0.24742600000000003,2642899,He Named Me Malala,2015,Documentary
