Index,popularity,revenue,original_title,genres,release_year
17,5.5731839999999995,518602163,Ant-Man,Adventure,2015
18,5.556818,542351353,Cinderella,Romance,2015
18,5.556818,542351353,Cinderella,Fantasy,2015
18,5.556818,542351353,Cinderella,Family,2015
18,5.556818,542351353,Cinderella,Drama,2015
19,5.476958,650523427,The Hunger Games: Mockingjay - Part 2,War,2015
19,5.476958,650523427,The Hunger Games: Mockingjay - Part 2,Adventure,2015
19,5.476958,650523427,The Hunger Games: Mockingjay - Part 2,Science Fiction,2015
20,5.4621379999999995,209035668,Tomorrowland,Action,2015
20,5.4621379999999995,209035668,Tomorrowland,Family,2015
20,5.4621379999999995,209035668,Tomorrowland,Science Fiction,2015
20,5.4621379999999995,209035668,Tomorrowland,Adventure,2015
20,5.4621379999999995,209035668,Tomorrowland,Mystery,2015
21,5.337064,91709827,Southpaw,Action,2015
21,5.337064,91709827,Southpaw,Drama,2015
22,4.907832,470490832,San Andreas,Action,2015
22,4.907832,470490832,San Andreas,Drama,2015
22,4.907832,470490832,San Andreas,Thriller,2015
23,4.710401999999999,569651467,Fifty Shades of Grey,Drama,2015
23,4.710401999999999,569651467,Fifty Shades of Grey,Romance,2015
24,4.648046,133346506,The Big Short,Comedy,2015
24,4.648046,133346506,The Big Short,Drama,2015
25,4.566713,682330139,Mission: Impossible - Rogue Nation,Action,2015
26,4.5645489999999995,215863606,Ted 2,Comedy,2015
27,4.503789,403802136,Kingsman: The Secret Service,Crime,2015
27,4.503789,403802136,Kingsman: The Secret Service,Comedy,2015
27,4.503789,403802136,Kingsman: The Secret Service,Action,2015
27,4.503789,403802136,Kingsman: The Secret Service,Adventure,2015
28,4.062293,88346473,Spotlight,Drama,2015
28,4.062293,88346473,Spotlight,Thriller,2015
28,4.062293,88346473,Spotlight,History,2015
29,3.968891,311256926,Maze Runner: The Scorch Trials,Action,2015
29,3.968891,311256926,Maze Runner: The Scorch Trials,Science Fiction,2015
29,3.968891,311256926,Maze Runner: The Scorch Trials,Thriller,2015
30,3.927333,29355203,Mr. Holmes,Mystery,2015
30,3.927333,29355203,Mr. Holmes,Drama,2015
31,3.899557,102069268,Chappie,Crime,2015
31,3.899557,102069268,Chappie,Action,2015
31,3.899557,102069268,Chappie,Science Fiction,2015
32,3.877764,287506194,Pitch Perfect 2,Comedy,2015
32,3.877764,287506194,Pitch Perfect 2,Music,2015
33,3.6482099999999997,162610473,Bridge of Spies,Thriller,2015
33,3.6482099999999997,162610473,Bridge of Spies,Drama,2015
34,3.6445410000000003,150170815,Goosebumps,Adventure,2015
34,3.6445410000000003,150170815,Goosebumps,Horror,2015
34,3.6445410000000003,150170815,Goosebumps,Comedy,2015
35,3.557846,35401758,Room,Drama,2015
35,3.557846,35401758,Room,Thriller,2015
36,3.358321,22354572,Solace,Crime,2015
36,3.358321,22354572,Solace,Drama,2015
36,3.358321,22354572,Solace,Mystery,2015
37,3.3391349999999997,331926147,The Good Dinosaur,Adventure,2015
37,3.3391349999999997,331926147,The Good Dinosaur,Animation,2015
37,3.3391349999999997,331926147,The Good Dinosaur,Comedy,2015
37,3.3391349999999997,331926147,The Good Dinosaur,Family,2015
37,3.3391349999999997,331926147,The Good Dinosaur,Fantasy,2015
38,3.23737,71561644,Run All Night,Action,2015
38,3.23737,71561644,Run All Night,Crime,2015
38,3.23737,71561644,Run All Night,Drama,2015
38,3.23737,71561644,Run All Night,Mystery,2015
38,3.23737,71561644,Run All Night,Thriller,2015
39,3.227329,62076141,Brooklyn,Drama,2015
39,3.227329,62076141,Brooklyn,Romance,2015
40,3.2027189999999996,201634991,Straight Outta Compton,Drama,2015
40,3.2027189999999996,201634991,Straight Outta Compton,Music,2015
41,3.080505,140396650,The Last Witch Hunter,Fantasy,2015
41,3.080505,140396650,The Last Witch Hunter,Action,2015
41,3.080505,140396650,The Last Witch Hunter,Adventure,2015
42,3.0795220000000003,34441873,Steve Jobs,History,2015
42,3.0795220000000003,34441873,Steve Jobs,Drama,2015
43,3.0534209999999997,108145109,The Man from U.N.C.L.E.,Comedy,2015
43,3.0534209999999997,108145109,The Man from U.N.C.L.E.,Action,2015
43,3.0534209999999997,108145109,The Man from U.N.C.L.E.,Adventure,2015
44,3.025852,42629776,The Age of Adaline,Fantasy,2015
44,3.025852,42629776,The Age of Adaline,Drama,2015
44,3.025852,42629776,The Age of Adaline,Romance,2015
45,3.023253,14333790,Hardcore Henry,Action,2015
45,3.023253,14333790,Hardcore Henry,Adventure,2015
45,3.023253,14333790,Hardcore Henry,Science Fiction,2015
46,2.976436,368871007,Home,Fantasy,2015
46,2.976436,368871007,Home,Comedy,2015
46,2.976436,368871007,Home,Animation,2015
46,2.976436,368871007,Home,Science Fiction,2015
46,2.976436,368871007,Home,Family,2015
47,2.968254,85512300,Paper Towns,Drama,2015
47,2.968254,85512300,Paper Towns,Mystery,2015
47,2.968254,85512300,Paper Towns,Romance,2015
48,2.93234,0,Wild Card,Thriller,2015
48,2.93234,0,Wild Card,Crime,2015
48,2.93234,0,Wild Card,Drama,2015
49,2.8851259999999996,9064511,The Lobster,Thriller,2015
49,2.8851259999999996,9064511,The Lobster,Comedy,2015
49,2.8851259999999996,9064511,The Lobster,Drama,2015
49,2.8851259999999996,9064511,The Lobster,Romance,2015
49,2.8851259999999996,9064511,The Lobster,Science Fiction,2015
50,2.883233,40272135,Carol,Romance,2015
50,2.883233,40272135,Carol,Drama,2015
51,2.8148020000000002,194564672,The Intern,Comedy,2015
52,2.7980169999999998,203427584,Everest,Adventure,2015
52,2.7980169999999998,203427584,Everest,Drama,2015
53,2.793297,101134059,Joy,Comedy,2015
53,2.793297,101134059,Joy,Drama,2015
54,2.6144990000000004,133718711,Point Break,Action,2015
54,2.6144990000000004,133718711,Point Break,Crime,2015
54,2.6144990000000004,133718711,Point Break,Thriller,2015
55,2.584264,36606743,Burnt,Drama,2015
56,2.578919,30523226,Self/less,Science Fiction,2015
56,2.578919,30523226,Self/less,Mystery,2015
56,2.578919,30523226,Self/less,Thriller,2015
57,2.575711,30418560,Mortdecai,Comedy,2015
57,2.575711,30418560,Mortdecai,Adventure,2015
58,2.557859,64191523,The Danish Girl,Drama,2015
59,2.5507470000000003,17752940,Blackhat,Mystery,2015
59,2.5507470000000003,17752940,Blackhat,Crime,2015
59,2.5507470000000003,17752940,Blackhat,Action,2015
59,2.5507470000000003,17752940,Blackhat,Thriller,2015
59,2.5507470000000003,17752940,Blackhat,Drama,2015
60,2.487849,84025816,Sicario,Action,2015
60,2.487849,84025816,Sicario,Crime,2015
60,2.487849,84025816,Sicario,Drama,2015
60,2.487849,84025816,Sicario,Mystery,2015
60,2.487849,84025816,Sicario,Thriller,2015
61,2.4870419999999998,167977596,Fantastic Four,Action,2015
61,2.4870419999999998,167977596,Fantastic Four,Adventure,2015
61,2.4870419999999998,167977596,Fantastic Four,Science Fiction,2015
62,2.46449,40423945,The Witch,Mystery,2015
62,2.46449,40423945,The Witch,Horror,2015
63,2.404473,235666219,Spy,Action,2015
63,2.404473,235666219,Spy,Comedy,2015
63,2.404473,235666219,Spy,Crime,2015
64,2.395366,153962963,Focus,Romance,2015
64,2.395366,153962963,Focus,Comedy,2015
64,2.395366,153962963,Focus,Crime,2015
64,2.395366,153962963,Focus,Drama,2015
65,2.354654,82347656,Hitman: Agent 47,Action,2015
65,2.354654,82347656,Hitman: Agent 47,Crime,2015
65,2.354654,82347656,Hitman: Agent 47,Thriller,2015
66,2.345821,93820758,In the Heart of the Sea,Thriller,2015
66,2.345821,93820758,In the Heart of the Sea,Drama,2015
66,2.345821,93820758,In the Heart of the Sea,Adventure,2015
66,2.345821,93820758,In the Heart of the Sea,Action,2015
66,2.345821,93820758,In the Heart of the Sea,History,2015
67,2.331636,0,Survivor,Crime,2015
67,2.331636,0,Survivor,Thriller,2015
67,2.331636,0,Survivor,Action,2015
68,2.3315669999999997,137935567,Creed,Drama,2015
69,2.31767,140795793,Trainwreck,Comedy,2015
70,2.29573,32848185,Eye in the Sky,Drama,2015
70,2.29573,32848185,Eye in the Sky,Thriller,2015
70,2.29573,32848185,Eye in the Sky,War,2015
71,2.28135,42972994,Legend,Crime,2015
71,2.28135,42972994,Legend,Thriller,2015
72,2.2720439999999997,45895,Beyond the Reach,Thriller,2015
73,2.234573,128388320,Pan,Adventure,2015
73,2.234573,128388320,Pan,Family,2015
73,2.234573,128388320,Pan,Fantasy,2015
74,2.165433,0,Mythica: The Darkspore,Action,2015
74,2.165433,0,Mythica: The Darkspore,Adventure,2015
74,2.165433,0,Mythica: The Darkspore,Fantasy,2015
75,2.141506,0,Me and Earl and the Dying Girl,Comedy,2015
75,2.141506,0,Me and Earl and the Dying Girl,Drama,2015
76,2.140199,246233113,The Peanuts Movie,Adventure,2015
76,2.140199,246233113,The Peanuts Movie,Animation,2015
76,2.140199,246233113,The Peanuts Movie,Comedy,2015
76,2.140199,246233113,The Peanuts Movie,Family,2015
77,2.121884,48623572,Concussion,Drama,2015
78,2.096273,52395996,The Night Before,Comedy,2015
79,2.0809349999999998,5214043,Knock Knock,Drama,2015
79,2.0809349999999998,5214043,Knock Knock,Horror,2015
79,2.0809349999999998,5214043,Knock Knock,Thriller,2015
80,2.070708,63013281,The Longest Ride,Romance,2015
80,2.070708,63013281,The Longest Ride,Drama,2015
81,2.060162,466183544,Hotel Transylvania 2,Animation,2015
81,2.060162,466183544,Hotel Transylvania 2,Comedy,2015
81,2.060162,466183544,Hotel Transylvania 2,Family,2015
82,2.055572,24000000,Love the Coopers,Family,2015
82,2.055572,24000000,Love the Coopers,Comedy,2015
83,2.049886,61181942,The Walk,Adventure,2015
83,2.049886,61181942,The Walk,Drama,2015
83,2.049886,61181942,The Walk,Thriller,2015
84,2.0266509999999998,1863315,Tracers,Action,2015
84,2.0266509999999998,1863315,Tracers,Crime,2015
84,2.0266509999999998,1863315,Tracers,Drama,2015
85,2.000338,104384188,Vacation,Adventure,2015
85,2.000338,104384188,Vacation,Comedy,2015
86,1.984529,95437994,Poltergeist,Horror,2015
86,1.984529,95437994,Poltergeist,Thriller,2015
87,1.9800389999999999,187112,Maggie,Horror,2015
88,1.9597650000000002,2000000,Equals,Drama,2015
88,1.9597650000000002,2000000,Equals,Romance,2015
88,1.9597650000000002,2000000,Equals,Science Fiction,2015
89,1.95632,3324330,Child 44,Crime,2015
89,1.95632,3324330,Child 44,Thriller,2015
90,1.926739,58978653,The Gift,Thriller,2015
90,1.926739,58978653,The Gift,Mystery,2015
91,1.904898,240360392,Daddy's Home,Comedy,2015
92,1.876037,0,Mythica: The Necromancer,Fantasy,2015
92,1.876037,0,Mythica: The Necromancer,Action,2015
92,1.876037,0,Mythica: The Necromancer,Adventure,2015
93,1.872696,0,Vice,Thriller,2015
93,1.872696,0,Vice,Science Fiction,2015
93,1.872696,0,Vice,Action,2015
93,1.872696,0,Vice,Adventure,2015
94,1.865007,97571250,The Little Prince,Adventure,2015
94,1.865007,97571250,The Little Prince,Animation,2015
94,1.865007,97571250,The Little Prince,Fantasy,2015
95,1.841779,233755553,Alvin and the Chipmunks: The Road Chip,Adventure,2015
95,1.841779,233755553,Alvin and the Chipmunks: The Road Chip,Animation,2015
95,1.841779,233755553,Alvin and the Chipmunks: The Road Chip,Comedy,2015
95,1.841779,233755553,Alvin and the Chipmunks: The Road Chip,Family,2015
96,1.82313,18340000,The Dressmaker,Drama,2015
97,1.758618,43528634,The DUFF,Romance,2015
97,1.758618,43528634,The DUFF,Comedy,2015
98,1.742286,52882018,Sinister 2,Horror,2015
99,1.73518,107597242,Paul Blart: Mall Cop 2,Action,2015
99,1.73518,107597242,Paul Blart: Mall Cop 2,Adventure,2015
99,1.73518,107597242,Paul Blart: Mall Cop 2,Comedy,2015
99,1.73518,107597242,Paul Blart: Mall Cop 2,Family,2015
100,1.7247119999999998,0,Frozen Fever,Adventure,2015
100,1.7247119999999998,0,Frozen Fever,Animation,2015
100,1.7247119999999998,0,Frozen Fever,Family,2015
101,1.661789,0,High-Rise,Action,2015
101,1.661789,0,High-Rise,Drama,2015
101,1.661789,0,High-Rise,Science Fiction,2015
102,1.6510779999999998,50163103,The Boy Next Door,Thriller,2015
103,1.646664,0,Spooks: The Greater Good,Thriller,2015
103,1.646664,0,Spooks: The Greater Good,Action,2015
104,1.532997,49263404,Entourage,Comedy,2015
105,1.5100959999999999,79799880,The Wedding Ringer,Comedy,2015
106,1.499614,14860766,Scouts Guide to the Zombie Apocalypse,Comedy,2015
106,1.499614,14860766,Scouts Guide to the Zombie Apocalypse,Horror,2015
107,1.495112,98450062,The Visit,Horror,2015
107,1.495112,98450062,The Visit,Thriller,2015
108,1.4832459999999998,99775678,Black Mass,Crime,2015
108,1.4832459999999998,99775678,Black Mass,Drama,2015
109,1.449072,50136,Heist,Crime,2015
109,1.449072,50136,Heist,Action,2015
109,1.449072,50136,Heist,Thriller,2015
110,1.448002,61548707,Krampus,Horror,2015
110,1.448002,61548707,Krampus,Comedy,2015
110,1.448002,61548707,Krampus,Fantasy,2015
111,1.443406,208588,Dark Places,Drama,2015
111,1.443406,208588,Dark Places,Mystery,2015
111,1.443406,208588,Dark Places,Thriller,2015
112,1.41239,54418872,No Escape,Action,2015
112,1.41239,54418872,No Escape,Thriller,2015
113,1.40805,17986781,Dope,Crime,2015
113,1.40805,17986781,Dope,Drama,2015
113,1.40805,17986781,Dope,Comedy,2015
114,1.3882510000000001,28208085,American Ultra,Comedy,2015
114,1.3882510000000001,28208085,American Ultra,Action,2015
115,1.388032,61619773,Woman in Gold,Drama,2015
116,1.38032,0,The Scorpion King: The Lost Throne,Action,2015
116,1.38032,0,The Scorpion King: The Lost Throne,Fantasy,2015
116,1.38032,0,The Scorpion King: The Lost Throne,Adventure,2015
117,1.3766049999999999,105011053,Sisters,Comedy,2015
118,1.360926,32248241,Project Almanac,Science Fiction,2015
118,1.360926,32248241,Project Almanac,Thriller,2015
119,1.360827,5189646,Absolutely Anything,Comedy,2015
119,1.360827,5189646,Absolutely Anything,Science Fiction,2015
120,1.3558219999999999,72629670,The Transporter Refueled,Thriller,2015
120,1.3558219999999999,72629670,The Transporter Refueled,Action,2015
120,1.3558219999999999,72629670,The Transporter Refueled,Crime,2015
121,1.345982,74679822,Crimson Peak,Mystery,2015
121,1.345982,74679822,Crimson Peak,Thriller,2015
121,1.345982,74679822,Crimson Peak,Fantasy,2015
121,1.345982,74679822,Crimson Peak,Horror,2015
121,1.345982,74679822,Crimson Peak,Drama,2015
122,1.342839,0,Everly,Thriller,2015
122,1.342839,0,Everly,Action,2015
123,1.338481,122413057,Magic Mike XXL,Comedy,2015
123,1.338481,122413057,Magic Mike XXL,Drama,2015
123,1.338481,122413057,Magic Mike XXL,Music,2015
124,1.338322,78099553,Paranormal Activity: The Ghost Dimension,Horror,2015
124,1.338322,78099553,Paranormal Activity: The Ghost Dimension,Thriller,2015
125,1.329702,229094,Slow West,Romance,2015
125,1.329702,229094,Slow West,Thriller,2015
125,1.329702,229094,Slow West,Western,2015
126,1.316239,8235661,Trumbo,Drama,2015
127,1.315266,32189727,Secret in Their Eyes,Crime,2015
127,1.315266,32189727,Secret in Their Eyes,Drama,2015
127,1.315266,32189727,Secret in Their Eyes,Mystery,2015
128,1.29314,2500431,Mistress America,Comedy,2015
129,1.291013,311594032,The SpongeBob Movie: Sponge Out of Water,Family,2015
129,1.291013,311594032,The SpongeBob Movie: Sponge Out of Water,Animation,2015
130,1.284541,4719695,True Story,Crime,2015
130,1.284541,4719695,True Story,Drama,2015
130,1.284541,4719695,True Story,Mystery,2015
131,1.278928,43967255,Max,Adventure,2015
131,1.278928,43967255,Max,Drama,2015
131,1.278928,43967255,Max,Family,2015
132,1.25358,59700000,Shaun the Sheep Movie,Family,2015
132,1.25358,59700000,Shaun the Sheep Movie,Animation,2015
132,1.25358,59700000,Shaun the Sheep Movie,Comedy,2015
132,1.25358,59700000,Shaun the Sheep Movie,Adventure,2015
133,1.251681,0,Louder Than Bombs,Drama,2015
134,1.2452239999999999,1702433,A Perfect Day,Comedy,2015
134,1.2452239999999999,1702433,A Perfect Day,Drama,2015
135,1.225325,10664749,The Gunman,Action,2015
135,1.225325,10664749,The Gunman,Drama,2015
135,1.225325,10664749,The Gunman,Crime,2015
136,1.191138,62882090,Unfriended,Horror,2015
136,1.191138,62882090,Unfriended,Thriller,2015
137,1.178831,51680201,Hot Pursuit,Action,2015
137,1.178831,51680201,Hot Pursuit,Crime,2015
137,1.178831,51680201,Hot Pursuit,Comedy,2015
138,1.1647239999999999,104303851,Insidious: Chapter 3,Drama,2015
138,1.1647239999999999,104303851,Insidious: Chapter 3,Horror,2015
138,1.1647239999999999,104303851,Insidious: Chapter 3,Thriller,2015
139,1.161812,118483,Z for Zachariah,Drama,2015
139,1.161812,118483,Z for Zachariah,Science Fiction,2015
139,1.161812,118483,Z for Zachariah,Thriller,2015
140,1.144808,0,Dragonheart 3: The Sorcerer's Curse,Action,2015
140,1.144808,0,Dragonheart 3: The Sorcerer's Curse,Adventure,2015
140,1.144808,0,Dragonheart 3: The Sorcerer's Curse,Fantasy,2015
141,1.142518,41387687,The Lady in the Van,Comedy,2015
141,1.142518,41387687,The Lady in the Van,Drama,2015
142,1.138395,34227298,Victor Frankenstein,Drama,2015
142,1.138395,34227298,Victor Frankenstein,Science Fiction,2015
142,1.138395,34227298,Victor Frankenstein,Thriller,2015
143,1.128081,0,Brothers of the Wind,Adventure,2015
143,1.128081,0,Brothers of the Wind,Drama,2015
143,1.128081,0,Brothers of the Wind,Family,2015
144,1.1252389999999999,3759286,Anomalisa,Animation,2015
144,1.1252389999999999,3759286,Anomalisa,Comedy,2015
144,1.1252389999999999,3759286,Anomalisa,Drama,2015
144,1.1252389999999999,3759286,Anomalisa,Romance,2015
145,1.0733489999999999,0,Bone Tomahawk,Horror,2015
145,1.0733489999999999,0,Bone Tomahawk,Western,2015
145,1.0733489999999999,0,Bone Tomahawk,Adventure,2015
145,1.0733489999999999,0,Bone Tomahawk,Drama,2015
146,1.065888,17671101,Regression,Horror,2015
146,1.065888,17671101,Regression,Mystery,2015
146,1.065888,17671101,Regression,Thriller,2015
147,1.0630549999999999,0,Pawn Sacrifice,Drama,2015
148,1.046518,11472454,The Man Who Knew Infinity,Drama,2015
149,1.041922,0,Momentum,Thriller,2015
149,1.041922,0,Momentum,Action,2015
150,1.03839,1477002,The Diary of a Teenage Girl,Drama,2015
150,1.03839,1477002,The Diary of a Teenage Girl,Romance,2015
151,1.036825,0,Pay the Ghost,Horror,2015
151,1.036825,0,Pay the Ghost,Thriller,2015
152,1.02762,0,The Voices,Horror,2015
152,1.02762,0,The Voices,Thriller,2015
152,1.02762,0,The Voices,Comedy,2015
152,1.02762,0,The Voices,Crime,2015
153,1.021441,3643591,Last Knights,Action,2015
153,1.021441,3643591,Last Knights,Adventure,2015
154,1.0084739999999999,0,Il racconto dei racconti,Romance,2015
154,1.0084739999999999,0,Il racconto dei racconti,Fantasy,2015
154,1.0084739999999999,0,Il racconto dei racconti,Horror,2015
155,1.0070540000000001,27391084,Irrational Man,Mystery,2015
155,1.0070540000000001,27391084,Irrational Man,Drama,2015
156,0.973316,0,Queen of the Desert,Drama,2015
156,0.973316,0,Queen of the Desert,History,2015
157,0.956096,41325328,Ricki and the Flash,Comedy,2015
157,0.956096,41325328,Ricki and the Flash,Drama,2015
157,0.956096,41325328,Ricki and the Flash,Music,2015
158,0.9536469999999999,0,Miss You Already,Comedy,2015
158,0.9536469999999999,0,Miss You Already,Drama,2015
158,0.9536469999999999,0,Miss You Already,Romance,2015
159,0.953046,0,Kung Fury,Action,2015
159,0.953046,0,Kung Fury,Comedy,2015
159,0.953046,0,Kung Fury,Science Fiction,2015
159,0.953046,0,Kung Fury,Fantasy,2015
160,0.950793,60273173,The Perfect Guy,Drama,2015
160,0.950793,60273173,The Perfect Guy,Thriller,2015
161,0.9384319999999999,1936524,A Bigger Splash,Crime,2015
161,0.9384319999999999,1936524,A Bigger Splash,Drama,2015
161,0.9384319999999999,1936524,A Bigger Splash,Mystery,2015
161,0.9384319999999999,1936524,A Bigger Splash,Thriller,2015
162,0.9376200000000001,7587485,While We're Young,Drama,2015
162,0.9376200000000001,7587485,While We're Young,Comedy,2015
163,0.9273389999999999,106511453,Get Hard,Comedy,2015
164,0.91704,0,Kidnapping Mr. Heineken,Drama,2015
164,0.91704,0,Kidnapping Mr. Heineken,Action,2015
164,0.91704,0,Kidnapping Mr. Heineken,Crime,2015
164,0.91704,0,Kidnapping Mr. Heineken,Thriller,2015
165,0.913085,0,The Ridiculous 6,Comedy,2015
165,0.913085,0,The Ridiculous 6,Western,2015
166,0.90686,0,Kill Me Three Times,Comedy,2015
166,0.90686,0,Kill Me Three Times,Thriller,2015
167,0.9060360000000001,24902723,The 33,History,2015
167,0.9060360000000001,24902723,The 33,Drama,2015
168,0.8982959999999999,16002420,Suffragette,Drama,2015
168,0.8982959999999999,16002420,Suffragette,History,2015
169,0.8944770000000001,0,45 Years,Drama,2015
170,0.8809379999999999,11122090,We Are Your Friends,Drama,2015
170,0.8809379999999999,11122090,We Are Your Friends,Music,2015
170,0.8809379999999999,11122090,We Are Your Friends,Romance,2015
171,0.880268,6075,Barely Lethal,Adventure,2015
171,0.880268,6075,Barely Lethal,Action,2015
171,0.880268,6075,Barely Lethal,Comedy,2015
172,0.874641,13192457,Macbeth,History,2015
172,0.874641,13192457,Macbeth,Drama,2015
172,0.874641,13192457,Macbeth,War,2015
173,0.872149,16775,Extraction,Action,2015
173,0.872149,16775,Extraction,Thriller,2015
174,0.8611790000000001,0,Jenny's Wedding,Comedy,2015
174,0.8611790000000001,0,Jenny's Wedding,Drama,2015
175,0.848748,0,Descendants,Music,2015
175,0.848748,0,Descendants,Action,2015
175,0.848748,0,Descendants,Adventure,2015
175,0.848748,0,Descendants,Comedy,2015
175,0.848748,0,Descendants,Family,2015
176,0.843174,0,Tumbledown,Music,2015
176,0.843174,0,Tumbledown,Romance,2015
176,0.843174,0,Tumbledown,Comedy,2015
177,0.842202,30229977,Far from the Madding Crowd,Romance,2015
177,0.842202,30229977,Far from the Madding Crowd,Drama,2015
178,0.8369409999999999,3002884,The End of the Tour,Drama,2015
179,0.8324870000000001,85978266,The Second Best Exotic Marigold Hotel,Drama,2015
179,0.8324870000000001,85978266,The Second Best Exotic Marigold Hotel,Comedy,2015
180,0.829111,6420319,Little Boy,Comedy,2015
180,0.829111,6420319,Little Boy,Drama,2015
180,0.829111,6420319,Little Boy,War,2015
181,0.821443,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Action,2015
181,0.821443,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Adventure,2015
181,0.821443,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Animation,2015
181,0.821443,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Family,2015
182,0.820691,1986615,Remember,Drama,2015
182,0.820691,1986615,Remember,Thriller,2015
183,0.814206,26250020,Aloha,Adventure,2015
183,0.814206,26250020,Aloha,Comedy,2015
183,0.814206,26250020,Aloha,Romance,2015
184,0.813893,0,Accidental Love,Romance,2015
184,0.813893,0,Accidental Love,Comedy,2015
185,0.810667,0,Halo: The Fall of Reach,Action,2015
185,0.810667,0,Halo: The Fall of Reach,Animation,2015
185,0.810667,0,Halo: The Fall of Reach,Science Fiction,2015
186,0.795762,7002261,Our Brand Is Crisis,Drama,2015
186,0.795762,7002261,Our Brand Is Crisis,Comedy,2015
187,0.792471,0,Into the Forest,Drama,2015
187,0.792471,0,Into the Forest,Science Fiction,2015
188,0.7879689999999999,231737,The Invitation,Thriller,2015
189,0.781809,0,The Benefactor,Drama,2015
190,0.7739090000000001,0,Open Season: Scared Silly,Animation,2015
190,0.7739090000000001,0,Open Season: Scared Silly,Comedy,2015
190,0.7739090000000001,0,Open Season: Scared Silly,Family,2015
190,0.7739090000000001,0,Open Season: Scared Silly,Adventure,2015
191,0.77107,134552,Cop Car,Thriller,2015
192,0.768138,0,Mojave,Thriller,2015
193,0.758133,3214116,Sleeping with Other People,Comedy,2015
194,0.747541,0,Forsaken,Western,2015
194,0.747541,0,Forsaken,Drama,2015
195,0.738404,8413144,Amy,Documentary,2015
195,0.738404,8413144,Amy,Music,2015
196,0.7299,0,Madame Bovary,Drama,2015
197,0.719407,0,The Hallow,Fantasy,2015
197,0.719407,0,The Hallow,Horror,2015
198,0.7141310000000001,0,Barbie in Princess Power,Family,2015
