title_length,production_companies
9,DreamWorks SKG
15, Malpaso Productions
14, John Wells Productions
19,Dune Entertainment
14, Offspring Entertainment
8, Nides/McCormick Productions
46, Polsky Films
11, GK Films
16,Village Roadshow Pictures
8, Open Road Films
11,TriStar Pictures
44, Heyday Films
11,Village Roadshow Pictures
5, Film i VÃ¤st
15, Dimension Films
18,Twentieth Century Fox Film Corporation
18, Why Not Productions
11, Propaganda Films
9, Medienproduktion Poseidon Filmgesellschaft
10,David Foster Productions
15, Touchstone Pictures
7, Danjaq
3,Columbia Pictures
7, Jersey Films
14, DC Comics
20,Focus Features
8, UK Film Council
21, Olive Bridge Entertainment
8,DreamWorks Animation
9, Big Kid Pictures
13, Fox 2000 Pictures
6, Fox 2000 Pictures
9,Endgame Entertainment
11, Konami
7,Warner Bros.
6,Dark Castle Entertainment
8,Blumhouse Productions
6, Imagenation Abu Dhabi FZ
9, Studio Canal
6, Metropolitan Filmexport
7, Initial Entertainment Group (IEG)
21, Warner Bros.
13, River Road Entertainment
12, Apaches Entertainment
16, Metropolitan Filmexport
10,Imagine Entertainment
15,DreamWorks SKG
13,Eon Productions
12,Starz Media
21, Superfinger Entertainment
11,The Weinstein Company
7,Impact Pictures
7, FilmWorks
13, Focus Features
23, Warner Bros.
13, Warner Bros. Animation
7, Touchstone Pictures
15,Universal Pictures
12, Media Asia Films
39, Fox 2000 Pictures
9, Dune Entertainment III
46, Nu Image Films
10, Block / Hanson
22,Fox 2000 Pictures
21, Dune Entertainment
20, The Kennedy/Marshall Company
14,DreamWorks SKG
8, Lawrence Gordon Productions
5, NuAmerica Entertainment
20, Amblin Entertainment
36, Hammer & Tongs
14,Lions Gate Films
7,Studio Babelsberg
12, Three Strange Angels
9, Sunswept Entertainment
59,Walt Disney Pictures
7, Sony Pictures Entertainment (SPE)
14, Shangri-La Entertainment
20, Constantin Film Produktion
10, Tribeca Productions
16,Universal Pictures
20, The Halcyon Company
12, Columbia Pictures Corporation
28,Lonely Film Productions GmbH & Co. KG.
11, PathÃ©
9, Red Wagon Entertainment
8, Radical Studios
33, Universal Pictures
23, MI 3 Film
19, Red Wagon Productions
19, Cort/Madden Productions
13, Canal+ EspaÃ±a
11, Canal+
40, P of A Productions Limited
9,WingNut Films
11, StudioCanal
15, Red Horizon Productions
28, Platinum Dunes
12, NPV Entertainment
20,Universal Pictures
21,Lionsgate
17, British Film Institute (BFI)
9, DefyNite Films
17, Universal CGI
11, Blue Yonder Films
30, Sunswept Entertainment
9, Ghost House Pictures
12, Dune Entertainment
8, Winkler Films
25, StudioCanal
26,Paramount Pictures
11, The
16, Nancy Tenenbaum Films
7, EuropaCorp
16,DreamWorks SKG
15,Summit Entertainment
10, Foqus Arte Digital
17, Captivate Entertainment
10, StudioCanal
15, Fox 2000 Pictures
14, Michael De Luca Productions
20,Columbia Pictures
8, The Montecito Picture Company
23, Scion Films
33, Atlantic Television
8, STX Entertainment
11, Jouror Productions
11, Mutual Film Company
14, Underground
38, Dylan Sellers Productions
17,Columbia Pictures Corporation
13, Brad Grey Pictures
20, Anonymous Content
3,Blue Sky Studios
17,Turner Pictures
11, Tapestry Films
20,20th Century Fox
18, Depth of Field
17, Sidney Kimmel Entertainment
11, Touchstone Pictures
14, Nick Wechsler Productions
23, Twentieth Century Fox Film Corporation
33,Dimension Films
20, Morgan Creek Productions
9, Fox Atomic
13, Energy Entertainment
19,Universal Studios
25, UK Film Council
4,Paramount Pictures
11,Lionsgate
13, Legendary Pictures
13, Mosaic Media Group
14, Wild West Picture Show Productions
13, Sony Pictures Entertainment
34,New Line Cinema
8,Konrad Pictures
14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
11,Paramount Pictures
10,Vertigo Entertainment
10, Dentsu
28, Amblin Entertainment
11, Dimension Films
5, Le Pacte
18,New Line Cinema
14,StudioCanal
9, View Askew Productions
8, Temple Hill Entertainment
6, Marc Platt Productions
9, FilmDistrict
9,Twentieth Century Fox Film Corporation
8, Warner Bros.
21, DisneyToon Studios
7, Sean S. Cunningham Films
16,Columbia Pictures
13, Fox 2000 Pictures
19, Seven Arts Pictures
8, Sideways Productions Inc.
11, Cloud Atlas Productions
6,New Line Cinema
33, The Collective Studios
7, I Remember Productions
8, Alphaville Films
25,Paramount Pictures
33,Columbia Pictures
22, Temple Hill Entertainment
16, BBC Films
14, CP Medien AG
17, Blue Star Pictures
5,HimenÃ³ptero
10,Waverly Films
13, Mace Neufeld Productions
11, Nickelodeon Movies
11, World 2000 Entertainment
5, 3 Arts Entertainment
7, Thunder Road Pictures
9, Vertigo Entertainment
9, Spyglass Entertainment
16, World 2000 Entertainment
19, Run It Up Productions Inc.
16, SPD Films
15, Panorama Films
14,Universal Pictures
27,Universal Pictures
13, Legendary Pictures
8, LivePlanet
6, DMG Entertainment
8, Nickelodeon Movies
22,Double Feature Films
18,DreamWorks Animation
21, Electric Shepherd Productions
22, Mel's Cite du Cinema
17, Kennedy/Marshall Company
8,Lions Gate
12, Corner Store Entertainment
15, Focus Films
10, Dune Entertainment
9,Rogue Pictures
10,Wild Bunch
12, Initial Entertainment Group (IEG)
29,Columbia Pictures
16, Industry Entertainment
19,Paramount Pictures
22, UK Film Council
19, Robert Simonds Productions
16, R.P. Productions
33,Columbia Pictures
8, Ahimsa Films
36,Spyglass Entertainment
9, Happy Madison Productions
10, Wonderland Sound and Vision
15, Participant Media
10, Morgan Creek Productions
10, Malpaso Productions
19, Splendid Pictures
23,Marvel Studios
18, UK Film Council
16, Daniel Bobker Productions
11, Ascendant Pictures
7,Summit Entertainment
8, Emergency Films
13, Tripod Entertainment
18, Village Roadshow Pictures Asia
11, France 2 CinÃ©ma
12, Kerner Entertainment Company
18, Blinding Edge Pictures
14, Anonymous Content
22,Universal Pictures
11, Blinding Edge Pictures
9, Tonik Productions
6,Endgame Entertainment
50,Lucasfilm
20, Spyglass Entertainment
36, TC Productions
7, Red Wagon Entertainment
9,Twentieth Century Fox Film Corporation
17,Columbia Pictures
31, Metro-Goldwyn-Mayer (MGM)
35,Paramount Pictures
14, Color Force
13,Lietuvos Kinostudija
7, DreamWorks Animation
20, The Weinstein Company
19,Lionsgate
14, TriStar Pictures
6,Columbia Pictures
13, New Regency Pictures
12, Robert Simonds Productions
20, Happy Madison Productions
11,Walt Disney Pictures
11, Davis-Films
17, A Band Apart
8, Thunder Road Pictures
15,Lions Gate Films
8, Sighvatsson Films
10, Apatow Productions
7,Dark Castle Entertainment
16,Village Roadshow Pictures
16, Ghost House Pictures
10,Regency Enterprises
17, Buena Vista
8, David Brown Productions
9,Paramount Pictures
8, Bona Fide Productions
11, Flynn Picture Company
5,The Weinstein Company
14, Fuji Television Network
9, The
10, Prospero Pictures
2,Twentieth Century Fox Film Corporation
47, Nickelodeon Movies
28,Ingenious Film Partners
13,Miramax Films
16, Scott Free Productions
16,Paramount Pictures
14,Universal Pictures
17, Revolution Studios
16, DreamWorks SKG
8, 1984 Private Defense Contractors
35,Marvel Studios
19, Regency Enterprises
21,Twentieth Century Fox Film Corporation
10, Nora Ephron Productions
14, Section Eight
21, Dune Entertainment
16, Tohokushinsha Film
30, UW3 Film Productions
15, LBI Entertainment
18,Paramount Pictures
17, Cruise/Wagner Productions
17,Castle Rock Entertainment
8,Impact Pictures
10, Relativity Media
10,Walt Disney Pictures
30,Paramount Pictures
24, Amblin Entertainment
19, Relativity Media
20,Jean Doumanian Productions
33, Warner Bros.
5, Bad Hat Harry Productions
17,Columbia Pictures
20, Sony Pictures Animation
13, DreamWorks Pictures
43, Apatow Productions
10,Walt Disney Pictures
15,New Line Cinema
8, Moving Picture Company (MPC)
10, Closest to the Hole Productions
7,Universal Pictures
8,Village Roadshow Pictures
8,Paramount Pictures
20,Warner Bros.
11, Overture Films
6, Lightstorm Entertainment
18,Josephson Entertainment
41,Summit Entertainment
35, Metro-Goldwyn-Mayer (MGM)
24, Mainframe Entertainment
12, Revolution Studios
10, David Dobkin Productions
13, Gimages
12, Exclusive Films
5,BBC
16,DreamWorks SKG
11, Film4
12, Industrial Development Corporation of South Africa
10, ANA Media
10, Innocence Productions
13, Participant Media
9, Regency Enterprises
8, Di Bonaventura Pictures
23, Rocket Pictures
9, Crescendo Productions
16, VCL Communications
19, Warner Bros.
26,Sidney Kimmel Entertainment
10, Lee Daniels Entertainment
11, Cinema Four
11, Crystal Sky Pictures
7, Signature Pictures
9,Paramount Pictures
6, Exclusive Media Group
9, Anonymous Content
10,TriStar Pictures
8,Open Road Films
9, DreamWorks SKG
31, Paramount Animation
21, Management 360
37, Blue Flower Productions
14, DreamWorks Animation
21, Epsilon Motion Pictures
11, Regency Enterprises
18,Miramax Films
16, Universal Pictures
11, Rat Entertainment
9, Warner Bros.
7, Anonymous Content
11,Onyx Films
7, Caramel Film
11, Internationale Filmproduktion Stella-del-SÃ¼d
12,Village Roadshow Pictures
11,Village Roadshow Pictures
21, UK Film Council
13, Aldamisa Entertainment
10, DreamWorks Animation
15, Relativity Media
11, IDEA Filmproduktions
36, KC Medien AG
20,DreamWorks SKG
8, Milk & Honey
17, Fuqua Films
7, The
4, Working Title Films
18,Gracie Films
19, Gunn Films
10,Atlas Entertainment
10, TF1 Films Production
12, Spyglass Entertainment
16,Columbia Pictures
14, Village Roadshow Pictures
8, DreamWorks SKG
14, Mandeville Films
28, Truenorth Productions
14, Amen Ra Films
10, Edge City
31, Tim Burton Productions
11, Anarchos Productions
10, Bona Fide Productions
9,20th Century Fox
8,Nick Wechsler Productions
9, VIP Medienfonds 4
11, DiNovi Pictures
11,Ghost House Pictures
14,Columbia Pictures Corporation
14, Material
16, Castle Rock Entertainment
20, Participant Productions
15,Mile High Productions
8, Fireworks Pictures
32, Rising Star
23,Dimension Films
26, Section Eight Productions
33, Sony Pictures Animation
15, Storefront Pictures
9, Touchstone Pictures
22,Miramax Films
9, Metro-Goldwyn-Mayer (MGM)
13,Columbia Pictures
9, Dune Entertainment III
15, Dino De Laurentiis Company
3,New Line Cinema
6, Dune Entertainment
12, QED International
12,Paramount Pictures
14, Dentsu
13, Avery Pix
10,Universal Pictures
19, Walden Media
21,Twentieth Century Fox Film Corporation
5,Kennedy/Marshall Company
7, Stratus Film Co.
10, The
6, PathÃ©
13,Warner Bros. Pictures
9, Irish Film Board
25, Working Title Films
15, Working Title Films
10,Laurence Mark Productions
20, Working Title Films
34, Michael Cerenzie Productions
9, Screen Australia
11, Escape Artists
34, Junction Entertainment
16, TF1 Droits Audiovisuels
16, NPV Entertainment
15, Stillking Films
12, Beacon Pictures
18,Lionsgate
15,Double Feature Films
17, Alberto Grimaldi Productions
19,Amblin Entertainment
8,Miramax Films
18, HBO Films
6,Dune Entertainment
27, Dark Horse Entertainment
17, Scott Free Productions
14, Imagenation Abu Dhabi FZ
7, Relativity Media
10, Element Films
9, Walden Media
59, 21 Laps Entertainment
31,Lionsgate
8,Sony Pictures
10,Tig Productions
13, Regency Enterprises
10, Oasis Films
23, EMJAG Productions
12, Corduroy Films
6, Dimension Films
10, Parkes/MacDonald Productions
8, Overbrook Entertainment
9, Bad Robot
21, Regency Enterprises
18,Paramount Pictures
8, Moonlighting Films
11,Summit Entertainment
14, Iron Horse Entertainment (II)
5,Blue Sky Studios
9,Summit Entertainment
7, BenderSpink
22, Nimar Studios
12, Syncopy
27, Imprint Entertainment
17, Jerry Bruckheimer Films
19, Twentieth Century Fox Animation
29, Dickhouse Productions
10,Fox Searchlight Pictures
16,Universal Pictures
5, Ventanarosa Productions
13, Cattleya
30, TSG Entertainment
4, Revolution Studios
4, Crave Films
13,Sneak Preview Productions
16, Rainforest Films
14, Regency Enterprises
14, China Film Group
13, Tiara Blu Films
7,Wild Bunch
12, Dune Entertainment III
17,Universal Pictures
7, Starlite Films
14, Storm King Productions
30, Di Bonaventura Pictures
8,Walt Disney Pictures
11, PathÃ© Renn Productions
14, Village Roadshow Pictures
13,Relativity Media
10,Twentieth Century Fox Film Corporation
13,Europa Corp
11, Pixar Animation Studios
13, Warner Bros.
17, Initial Entertainment Group (IEG)
7, TSG Entertainment
27, Tequila Gang
15, Sidney Kimmel Entertainment
4, Helena Productions
13, Vinyl Films
13, Warner Bros. Animation
15, Happy Madison Productions
6, Kalis Productions GmbH & Co. Zweite KG
8, Open Road Films
21, BenderSpink
6, Happy Madison Productions
11, Eyetronics
13, Donners' Company
20, Ecosse Films
10, EuropaCorp
19, Alphaville Productions
9, Warner Bros.
27, Internationale Filmproduktion Blackswan
17,Revolution Studios
10, Laurence Mark Productions
13, RatPac-Dune Entertainment
24,Working Title Films
39, Bagdasarian Productions
16, Cruel and Unusual Films
21,Jerry Bruckheimer Films
7, American Entertainment Partners L.P.
7, Art Linson Productions
23, Moving Picture Company (MPC)
8, Millennium Films
10, Baltimore Spring Creek Productions
8, Dimension Films
14,Columbia Pictures Corporation
16,Imagine Entertainment
13, FOZ
8, Marv Films
10, Ghost Ship Films Pty. Ltd.
11, France 2 CinÃ©ma
30, View Askew Productions
12, Malpaso Productions
7, Working Title Films
17, Warner Bros.
7, Walden Media
9, Level 1 Entertainment
12, On the Road
8,Summit Entertainment
15, Beacon Pictures
16, 3 Arts Entertainment
13, Tig Productions
43,Walt Disney Pictures
37, Don Carmody Productions
22, JC 23 Entertainment
13, Relativity Media
12,Miramax Films
15, Section Eight Productions
11, Working Title Films
19, Heineken Branded Entertainment
8, Laika Entertainment
13, Kanzaman
19, Stillking Films
21, Blackfriars Bridge Films
7, Flyboys Films
9, Blinding Edge Pictures
6,Cloud Eight Films
18, Sierra/Affinity
11, Exclusive Media Group
6,Vertigo Entertainment
8, Cobalt Media Group
9, Millennium Films
26, Relativity Media
21,Universal Pictures
12, Canal+
23, Red Granite Pictures
11,Universal Pictures
12, Miracle Pictures
12, Protozoa Pictures
10, Fellah Pictures
9, Bel Air Entertainment
7, Luna Pictures
5,Universal Pictures
9, PathÃ© Renn Productions
8, 11:11 Mediaworks
4,Blue Sky Studios
7, Weed Road Pictures
29,Distant Horizons
18, Conundrum Entertainment
30, Chernin Entertainment
18, Valhalla Motion Pictures
9, Montecito Picture Company
15,Village Roadshow Pictures
19, Smokehouse Pictures
18,New Line Cinema
16,Mikona Productions GmbH & Co. KG
7, Heyday Films
30, Magical Elves Productions
3, Lionsgate
19, Katalyst Films
5, Zaftig Films
21,Summit Entertainment
7,Lions Gate Films
10, Laurinfilm
14, Franchise Pictures
14,Alcon Entertainment
9,Anonymous Content
4, IM Global
9,PathÃ© Pictures International
10, Walt Disney Studios Motion Pictures
5, Focus Features
15, Muse Productions
20,Twentieth Century Fox Film Corporation
29, Dune Entertainment III
12,Legendary Pictures
15, Black and Blu Entertainment
15,Ingenious Film Partners
10,Paramount Pictures
12,Regency Enterprises
15, Section Eight
9, Figment Films
10, Eden Rock Media
10, Global Entertainment Productions GmbH & Company Medien KG
12,Columbia Pictures
6,Front Street Productions
8, Tribeca Productions
14, Sound for Film
41, Zohar International
16, Warner Bros.
46,Twentieth Century Fox Film Corporation
9, Ilion Animation Studios
14, Marv Films
11, Newmarket Capital Group
10, Hollywood Pictures
17, American Empirical Pictures
7, Touchstone Pictures
8, Big Screen Productions
10, Newmarket Capital Group
11,New Line Cinema
6, Davis-Films
19, Jerry Bruckheimer Films
8, Reliance Entertainment
12, Hedge Fund Film Partners
12,Isle of Man Film
14, Mandalay Vision
24, Scott Rudin Productions
7, Intertainment AG
16,Paramount Classics
12, Canal+
12, Dimension Films
9,Universal Pictures
22, Warner Bros.
18, Sony Pictures Animation
12, NPV Entertainment
13, ApolloMedia Distribution
5, PathÃ© Pictures International
12, Stage 6 Films
11,New Line Cinema
8,Universal Pictures
10, Metro-Goldwyn-Mayer (MGM)
12, Warner Bros.
20,Walden Media
11, Relativity Media
16, Good Universe
12,Regency Enterprises
13, Firm Films
11, GK Films
18,Columbia Pictures Corporation
19,Walt Disney Pictures
15,DC Comics
8, Electric City Entertainment
15, Relativity Media
8,Legendary Pictures
21, Spectacle Entertainment Group
16, 2929 Productions
6,Ingenious Film Partners
8, Davis Entertainment
28, Troublemaker Studios
6,Walt Disney Pictures
7,Lionsgate
5,Intermedia Films
15,Screen Gems
43,Columbia Pictures
20, Visiona Romantica
17, Amblin Entertainment
12,Bold Films
4, Silver Reel
16, Original Film
7, Whamaphram Productions
9, Big Primate Pictures
9,Focus Features
10,Battleplan Productions
9, Playtone
17, Our Stories Films
11, Blinding Edge Pictures
21, Universal Pictures
17, Emmett/Furla Films
17, Mindfire Entertainment
12, Karz Entertainment
16, NPV Entertainment
9, Happy Madison Productions
15,Universal Pictures
10,Marvel Studios
15,Revolution Studios
32, Walden Media
10, Top Shelf Productions
7, Metro-Goldwyn-Mayer (MGM)
12, Wes Craven Films
14,Plan B Entertainment
18, Dune Entertainment
15, Wild West Picture Show Productions
9, Valhalla Motion Pictures
3,Annapurna Pictures
17,New Line Cinema
10,Village Roadshow Pictures
8, Scott Free Productions
18,Gaylord Films
5, Fuzzy Door Productions
6, Blumhouse Productions
10,Ingenious Film Partners
11, Scott Free Productions
33, Gary Sanchez Productions
12, Di Bonaventura Pictures
12,Legendary Pictures
7, H2F Entertainment
18,Mike Zoss Productions
24,Walt Disney Pictures
28, Constantin Film Produktion
8, The
16,Imagine Entertainment
5, Telecinco Cinema
15, Mirage Enterprises
8, LLC
19, Craven-Maddalena Films
9, MavroCine Pictures GmbH & Co. KG
33, Warner Bros.
12, Escape Artists
36,Universal Pictures
11, Warner Bros.
22,Legendary Pictures
14,Columbia Pictures
20,Sony Pictures
10,Regency Enterprises
11,Fox International Productions
11,Legendary Pictures
13, DJ Films
9,Universal Pictures
11, 1984 Private Defense Contractors
13, Warner Bros.
21, Warner Independent Pictures (WIP)
16,Screen Gems
11, Donners' Company
21, Amblin Entertainment
13, Straight Up Films
38, Maverick Films
16, Revolution Studios
12,Twentieth Century Fox Film Corporation
17, World Wrestling Entertainment (WWE)
14, Sociedad General de Cine S.A.
14,New Line Cinema
16,Rainforest Films
17, Government of Malta
10, TÃ©lÃ©film Canada
14, Marvel Enterprises
28, Castle Rock Entertainment
21, Twentieth Century Fox Animation
13,Crystal Sky Worldwide
41,Cool Music
17,Walt Disney
14, Millennium Films
11, Furst Films
17, RatPac Entertainment
9,Columbia Pictures
7, Yari Film Group
10, Warner Bros.
31, Vision View Entertainment
14, Film Art Media
40, Second Mate Productions
5, Media Rights Capital
23, Lakeshore Entertainment
83, Four By Two Productions
10, Touchstone Pictures
12, Weinstein Company
37, StudioCanal
15, MacDonald/Parkes Productions
13, Constantin Film Produktion
9,France 3 CinÃ©ma
6,Bold Films
13,Columbia Pictures
40, Disruption Entertainment
9,Casey Silver Productions
22,Columbia Pictures
36,Alcon Entertainment
8, Patalex V Productions Limited
16,Columbia Pictures
15,DreamWorks SKG
8, Worldview Entertainment
8, Michael London Productions
13, Metro-Goldwyn-Mayer (MGM)
3,Warner Bros.
10, Rising Star
9, Gotham Group
6, Studio Canal
12,Ghost House Pictures
19,Twentieth Century Fox Film Corporation
19, Reliance BIG Entertainment
5, Media Rights Capital
11, VideoFilmes
9, New Regency Pictures
26,Davis-Films
7, Paramount Animation
13, Marvel Entertainment
35,Walt Disney Pictures
11, Heritage Films
20, Watermark
19,DreamWorks SKG
11, Bad Robot
14,Screen Gems
14, Robert Simonds Productions
9, One Race Productions
12, Pixar Animation Studios
13, Herrick Entertainment
4,The Weinstein Company
16,Columbia Pictures
27, Roth Films
37,Type A Films
17, Radiant Productions
34, Intermedia Films
2, Global Entertainment Group
13,Buena Vista
27, Next Entertainment
14,Universal Pictures
18, Scott Rudin Productions
8, Munich Film Partners & Company (MFP) GHS Productions
10, Signature Pictures
21, Screen Gems
1, Arc Productions
8,Miramax Films
17,Eon Productions
4, Rickshaw Productions
16,Columbia Pictures
4,Element Pictures
19, CinemaNX
17,The Weinstein Company
11, Ehman Productions
18, Screen Gems
20, 360 Pictures
18, EuropaCorp
23, Fox 2000 Pictures
7, Pixar Animation Studios
16, Fortis Films
34, Linsefilm
15,Fox Searchlight Pictures
13, Escape Artists
2,Warner Bros.
30, Hasbro
11,Alliance Films
16, Participant Media
24,Ingenious Film Partners
12, Touchstone Pictures
17, Touchstone Pictures
10,Nick Wechsler Productions
42, Toho-Towa
16, Moonrise
11, Sommers Company
8, Max Stronghold Productions Inc.
3, Province of British Columbia Production Services Tax Credit
12, Laika Entertainment
7, Dark Castle Entertainment
12, Warner Bros.
23,Fox Searchlight Pictures
10,Universal Pictures
18, Zentropa Entertainments
12, Intermedia Films
15, American Film Company
13, Art Linson Productions
12, CinÃ©CinÃ©ma
16, Regency Enterprises
16, Key Creatives
5,Miramax Films
31, Relativity Media
11, Metro-Goldwyn-Mayer (MGM)
20,Imagine Entertainment
18,Walt Disney Pictures
18, Double Feature Films
11, Monarch Pictures
16, Exception Wild Bunch
14, Walt Disney Feature Animation
17, Twentieth Century Fox Film Corporation
13,Warner Bros.
33, Metro-Goldwyn-Mayer (MGM)
7, Canal+
22, Mark Gordon Productions
22, Columbia Pictures Corporation
10,Voltage pictures
11, Relativity Media
15, Touchstone Pictures
12, Sierra / Affinity
19, The
20,TriStar Pictures
5, ApolloProScreen Filmproduktion
28,Paramount Pictures
18, Epsilon Motion Pictures
17,Walt Disney Pictures
16, Avery Pix
17,Columbia Pictures
16, Jackie Chan Films Limited
15, Affirm Films
11, Black & White Productions
22,ARP SÃ©lection
19, Epsilon Motion Pictures
9, Bewitched
11, Michael De Luca Productions
9, Warner Bros.
8, Paramount Animation
12,New Line Cinema
26, Sunswept Entertainment
18,Screen Gems
17,Twentieth Century Fox Film Corporation
11, Indochina Productions
15,Jerry Bruckheimer Films
14,Village Roadshow Pictures
8, Nickelodeon Movies
4, Regency Enterprises
10, Columbia Pictures Corporation
14,Twentieth Century Fox Film Corporation
17,Davis Entertainment
24,Columbia Pictures
14, Warner Bros.
5, GK Films
18, Davis Entertainment
7, Crystal Lake Entertainment
18, KC Medien
14,Miramax Films
12, Fake Empire
31, Yellow Bird
18, MMCB Film Produktion 2004
15,New Line Cinema
19, Lou Yi Inc.
16, Overbrook Entertainment
