Index,cast,revenue,original_title
1001, Jesse Williams,66486080,The Cabin in the Woods
1036, Jason Segel,53909751,The Five-Year Engagement
1006, Mary Elizabeth Winstead,112265139,Abraham Lincoln: Vampire Hunter
1015, Bruce Willis,47042000,Looper
1040,Daniel Radcliffe,127730736,The Woman in Black
993, Jim Broadbent,130482868,Cloud Atlas
992, Bill Nighy,198802074,Total Recall
1078, Michelle Rodriguez,240159255,Resident Evil: Retribution
1026,Sacha Baron Cohen,179379533,The Dictator
980, Julie Walters,538983207,Brave
982,Channing Tatum,201585328,21 Jump Street
990, Josh Brolin,624026776,Men in Black 3
1080, Rachael Markarian,32726956,Katy Perry: Part of Me
1050,Danielle Panabaker,8493728,Piranha 3DD
1075, 50 Cent,4636169,Fire with Fire
1057, Jane Lynch,54819301,The Three Stooges
971, Michael Ealy,132400000,Underworld: Awakening
1027, Dax Flame,100000000,Project X
1068, Josh Pence,11417362,Fun Size
1058, Marin Ireland,114281051,Hope Springs
985, Mila Kunis,549368315,Ted
993, Jim Sturgess,130482868,Cloud Atlas
992,Colin Farrell,198802074,Total Recall
1070,Bradley Cooper,13231461,The Words
996,Johnny Depp,245527149,Dark Shadows
1037, Jason Segel,88058786,This Is 40
1040, CiarÃ¡n Hinds,127730736,The Woman in Black
971, Stephen Rea,132400000,Underworld: Awakening
982, Brie Larson,201585328,21 Jump Street
1047, Dermot Mulroney,24719215,Big Miracle
974,Daniel Craig,1108561013,Skyfall
1071, Brady Allen,142817992,Paranormal Activity 4
1032, Julianne Hough,59418613,Rock of Ages
999,Jason Biggs,234989584,American Reunion
1008, Ed Helms,348840316,The Lorax
1053, Scoot McNairy,37930465,Killing Them Softly
970, Chris Hemsworth,1519557910,The Avengers
1049, Mark Duplass,12434778,People Like Us
1015,Joseph Gordon-Levitt,47042000,Looper
998,Ben Affleck,232324128,Argo
972,Christian Bale,1081041287,The Dark Knight Rises
1020,Kathryn McCormick,140470746,Step Up Revolution
1028, Kate Beckinsale,63100000,Contraband
1038, Peter Stormare,32204030,Lockout
1007, James Kidnie,8106475,Upside Down
1041, Catherine O'Hara,81491068,Frankenweenie
1045,Sam Worthington,46221189,Man on a Ledge
970, Scarlett Johansson,1519557910,The Avengers
997, Nina Dobrev,33400000,The Perks of Being a Wallflower
1015, Noah Segan,47042000,Looper
1012, Sacha Baron Cohen,441809770,Les MisÃ©rables
1068, Chelsea Handler,11417362,Fun Size
1051, Rob LaBelle,85446075,The Possession
976, Andy Serkis,1017003568,The Hobbit: An Unexpected Journey
989, Rebel Wilson,115350426,Pitch Perfect
1036, Rhys Ifans,53909751,The Five-Year Engagement
1039, Malin Ã…kerman,24159934,Wanderlust
1061, Debbie Reynolds,36893721,One for the Money
1019, Rosamund Pike,301000000,Wrath of the Titans
1025,Cameron Diaz,79700000,What to Expect When You're Expecting
1051,Jeffrey Dean Morgan,85446075,The Possession
1036, Alison Brie,53909751,The Five-Year Engagement
1018, Channing Tatum,33372606,Haywire
991,Jennifer Lawrence,691210692,The Hunger Games
1003, Channing Tatum,196114570,The Vow
976,Ian McKellen,1017003568,The Hobbit: An Unexpected Journey
1001, Anna Hutchison,66486080,The Cabin in the Woods
1077, Samantha Morton,6063556,Cosmopolis
1059, Allison Janney,22044277,A Thousand Words
978, Robert De Niro,205738714,Silver Linings Playbook
974, Javier Bardem,1108561013,Skyfall
1049, Olivia Wilde,12434778,People Like Us
1067, Terrence Howard,50365377,Red Tails
1079, Cee Lo Green,24637469,Sparkle
1077, Paul Giamatti,6063556,Cosmopolis
988, Jamie Elman,471222889,Wreck-It Ralph
1044, Salma Hayek,47000000,Savages
975, Scott Glenn,276572938,The Bourne Legacy
1073,Billy Crystal,119772232,Parental Guidance
1074, Jerry Ferrara,96070507,Think Like a Man
1065, Rachael Harris,77112176,Diary of a Wimpy Kid: Dog Days
1076,Ashley Greene,9627492,The Apparition
1055, Monica Raymund,35485056,Arbitrage
1038, Maggie Grace,32204030,Lockout
980, Billy Connolly,538983207,Brave
1056, Isabel Lucas,44806783,Red Dawn
1037, Leslie Mann,88058786,This Is 40
1025, Anna Kendrick,79700000,What to Expect When You're Expecting
1061, John Leguizamo,36893721,One for the Money
973, Kerry Washington,425368238,Django Unchained
1044, Taylor Kitsch,47000000,Savages
1021, Alex Russell,145000000,Chronicle
1056,Chris Hemsworth,44806783,Red Dawn
1004, Vanessa Hudgens,355692760,Journey 2: The Mysterious Island
987, Oaklee Pendergast,180274123,Lo imposible
1040, Mary Stockley,127730736,The Woman in Black
1034,Hugh Grant,118338361,The Pirates! In an Adventure with Scientists!
1018, Michael Fassbender,33372606,Haywire
987,Naomi Watts,180274123,Lo imposible
1079, Mike Epps,24637469,Sparkle
971, Theo James,132400000,Underworld: Awakening
1046, Sam Rockwell,19422261,Seven Psychopaths
999, Alyson Hannigan,234989584,American Reunion
993,Tom Hanks,130482868,Cloud Atlas
1039, Lauren Ambrose,24159934,Wanderlust
1042, Leighton Meester,58058367,That's My Boy
1072, Garrett Hedlund,8784318,On the Road
1015, Emily Blunt,47042000,Looper
