Index,cast,revenue,original_title
981, Ian McShane,396600000,Snow White and the Huntsman
1066, Oscar Isaac,9622846,For Greater Glory - The True Story of Cristiada
1030, Jessica Chastain,53676580,Lawless
997, Emma Watson,33400000,The Perks of Being a Wallflower
1023, David Spade,358375603,Hotel Transylvania
995, Maggie Grace,376141306,Taken 2
1009, Bill Murray,68263166,Moonrise Kingdom
1018, Michael Fassbender,33372606,Haywire
1017, Joel Edgerton,132820716,Zero Dark Thirty
1033, Josh Lucas,2106557,Stolen
1069, WolÃ© Parks,31083599,Premium Rush
973, Leonardo DiCaprio,425368238,Django Unchained
1004,Dwayne Johnson,355692760,Journey 2: The Mysterious Island
1009, Edward Norton,68263166,Moonrise Kingdom
1028,Mark Wahlberg,63100000,Contraband
1070, Zoe Saldana,13231461,The Words
1002, Alec Baldwin,306941670,Rise of the Guardians
990, Michael Stuhlbarg,624026776,Men in Black 3
1049, Michelle Pfeiffer,12434778,People Like Us
1030, Tom Hardy,53676580,Lawless
1054, VerÃ³nica Echegui,16863583,The Cold Light of Day
1032, Bryan Cranston,59418613,Rock of Ages
1078, Li Bingbing,240159255,Resident Evil: Retribution
1045, Elizabeth Banks,46221189,Man on a Ledge
995, Luke Grimes,376141306,Taken 2
1061, Debbie Reynolds,36893721,One for the Money
1050, Katrina Bowden,8493728,Piranha 3DD
998, John Goodman,232324128,Argo
1059, Kerry Washington,22044277,A Thousand Words
1048, Frank Grillo,3428048,Disconnect
1052, Kit Harington,52302796,Silent Hill: Revelation 3D
986, David Oyelowo,218340595,Jack Reacher
1026,Sacha Baron Cohen,179379533,The Dictator
974, Judi Dench,1108561013,Skyfall
1010,Karl Urban,41037742,Dredd
1046, Abbie Cornish,19422261,Seven Psychopaths
975, Stacy Keach,276572938,The Bourne Legacy
1014, Lynn Collins,284139100,John Carter
1036, Chris Pratt,53909751,The Five-Year Engagement
1043, Joel Kinnaman,208076205,Safe House
1004, Vanessa Hudgens,355692760,Journey 2: The Mysterious Island
1023, Kevin James,358375603,Hotel Transylvania
1004, Luis GuzmÃ¡n,355692760,Journey 2: The Mysterious Island
1033, Malin Ã…kerman,2106557,Stolen
1020,Kathryn McCormick,140470746,Step Up Revolution
1066, RubÃ©n Blades,9622846,For Greater Glory - The True Story of Cristiada
1011, Tadanobu Asano,303025485,Battleship
987,Naomi Watts,180274123,Lo imposible
1037, Jason Segel,88058786,This Is 40
1051,Jeffrey Dean Morgan,85446075,The Possession
1003, Sam Neill,196114570,The Vow
998, Bryan Cranston,232324128,Argo
1071, Sprague Grayden,142817992,Paranormal Activity 4
1014,Taylor Kitsch,284139100,John Carter
1024, Natalie Martinez,48126384,End of Watch
1015, Paul Dano,47042000,Looper
1078,Milla Jovovich,240159255,Resident Evil: Retribution
1049, Olivia Wilde,12434778,People Like Us
1024, David Harbour,48126384,End of Watch
1060, Rachel Nichols,30353232,Alex Cross
996, Jackie Earle Haley,245527149,Dark Shadows
1079, Cee Lo Green,24637469,Sparkle
1051, Rob LaBelle,85446075,The Possession
1024, Michael PeÃ±a,48126384,End of Watch
999, Chris Klein,234989584,American Reunion
995, Famke Janssen,376141306,Taken 2
995, Rade Serbedzija,376141306,Taken 2
1068, Chelsea Handler,11417362,Fun Size
1036, Jason Segel,53909751,The Five-Year Engagement
1038, Joseph Gilgun,32204030,Lockout
1010, Olivia Thirlby,41037742,Dredd
1020, Jessica Guadix,140470746,Step Up Revolution
1040, Mary Stockley,127730736,The Woman in Black
1046,Colin Farrell,19422261,Seven Psychopaths
1050, David Koechner,8493728,Piranha 3DD
1011, Rihanna,303025485,Battleship
1063, Anna Kendrick,107139399,ParaNorman
989,Anna Kendrick,115350426,Pitch Perfect
984, Chris Wedge,877244782,Ice Age: Continental Drift
1047, Dermot Mulroney,24719215,Big Miracle
1052, Carrie-Anne Moss,52302796,Silent Hill: Revelation 3D
1060, Matthew Fox,30353232,Alex Cross
1015, Emily Blunt,47042000,Looper
1066, Andy GarcÃ­a,9622846,For Greater Glory - The True Story of Cristiada
1067, Terrence Howard,50365377,Red Tails
1021, Michael Kelly,145000000,Chronicle
1001,Kristen Connolly,66486080,The Cabin in the Woods
993, Jim Sturgess,130482868,Cloud Atlas
970, Chris Evans,1519557910,The Avengers
1045,Sam Worthington,46221189,Man on a Ledge
1080, Rachael Markarian,32726956,Katy Perry: Part of Me
1070, Olivia Wilde,13231461,The Words
1030, Guy Pearce,53676580,Lawless
1026, Sayed Badreya,179379533,The Dictator
1044, Salma Hayek,47000000,Savages
978, Jacki Weaver,205738714,Silver Linings Playbook
1041, Winona Ryder,81491068,Frankenweenie
978,Bradley Cooper,205738714,Silver Linings Playbook
1057, SofÃ­a Vergara,54819301,The Three Stooges
1013, Martin Klebba,183018522,Mirror Mirror
1073, Marisa Tomei,119772232,Parental Guidance
1051, Kyra Sedgwick,85446075,The Possession
1032,Tom Cruise,59418613,Rock of Ages
1039,Paul Rudd,24159934,Wanderlust
1056,Chris Hemsworth,44806783,Red Dawn
983, Gautam Belur,609016565,Life of Pi
973,Jamie Foxx,425368238,Django Unchained
1061, Patrick Fischler,36893721,One for the Money
1016, Robert Pattinson,829000000,The Twilight Saga: Breaking Dawn - Part 2
1071, Kathryn Newton,142817992,Paranormal Activity 4
1075, Vincent D'Onofrio,4636169,Fire with Fire
1061,Katherine Heigl,36893721,One for the Money
1075,Bruce Willis,4636169,Fire with Fire
1039, Justin Theroux,24159934,Wanderlust
980, Kevin McKidd,538983207,Brave
1013, Armie Hammer,183018522,Mirror Mirror
984, Seann William Scott,877244782,Ice Age: Continental Drift
1045, Jamie Bell,46221189,Man on a Ledge
1025, Anna Kendrick,79700000,What to Expect When You're Expecting
1061, John Leguizamo,36893721,One for the Money
1013, Nathan Lane,183018522,Mirror Mirror
976, Richard Armitage,1017003568,The Hobbit: An Unexpected Journey
1009, Kara Hayward,68263166,Moonrise Kingdom
977, Charlize Theron,403170142,Prometheus
1034, Brendan Gleeson,118338361,The Pirates! In an Adventure with Scientists!
986, Rosamund Pike,218340595,Jack Reacher
990,Will Smith,624026776,Men in Black 3
1031, Brendan Gleeson,29657751,The Raven
980, Emma Thompson,538983207,Brave
1038,Guy Pearce,32204030,Lockout
1002, Isla Fisher,306941670,Rise of the Guardians
1074, Regina Hall,96070507,Think Like a Man
971, India Eisley,132400000,Underworld: Awakening
1043,Denzel Washington,208076205,Safe House
991, Liam Hemsworth,691210692,The Hunger Games
1048,Jason Bateman,3428048,Disconnect
1001, Chris Hemsworth,66486080,The Cabin in the Woods
1006, Dominic Cooper,112265139,Abraham Lincoln: Vampire Hunter
1059, Allison Janney,22044277,A Thousand Words
1018, Channing Tatum,33372606,Haywire
1036, Rhys Ifans,53909751,The Five-Year Engagement
971, Michael Ealy,132400000,Underworld: Awakening
1059, Clark Duke,22044277,A Thousand Words
1014, CiarÃ¡n Hinds,284139100,John Carter
972, Anne Hathaway,1081041287,The Dark Knight Rises
974, Naomie Harris,1108561013,Skyfall
1012, Sacha Baron Cohen,441809770,Les MisÃ©rables
1003, Scott Speedman,196114570,The Vow
1045, Edward Burns,46221189,Man on a Ledge
1079, Carmen Ejogo,24637469,Sparkle
1029, David Schwimmer,746921274,Madagascar 3: Europe's Most Wanted
1062, Tom Courtenay,59520298,Quartet
1038, Maggie Grace,32204030,Lockout
1005,Jason Statham,40346186,Safe
1032, Diego Boneta,59418613,Rock of Ages
978, Robert De Niro,205738714,Silver Linings Playbook
1021,Dane DeHaan,145000000,Chronicle
1076, Luke Pasqualino,9627492,The Apparition
990, Tommy Lee Jones,624026776,Men in Black 3
1007,Kirsten Dunst,8106475,Upside Down
1015,Joseph Gordon-Levitt,47042000,Looper
1034, Jeremy Piven,118338361,The Pirates! In an Adventure with Scientists!
1070, Jeremy Irons,13231461,The Words
1073, Bailee Madison,119772232,Parental Guidance
1001, Anna Hutchison,66486080,The Cabin in the Woods
1023, Steve Buscemi,358375603,Hotel Transylvania
1073, Tom Everett Scott,119772232,Parental Guidance
1053, Ray Liotta,37930465,Killing Them Softly
1027,Oliver Cooper,100000000,Project X
1016,Kristen Stewart,829000000,The Twilight Saga: Breaking Dawn - Part 2
988, Sarah Silverman,471222889,Wreck-It Ralph
1077, Samantha Morton,6063556,Cosmopolis
1012, Anne Hathaway,441809770,Les MisÃ©rables
989, Skylar Astin,115350426,Pitch Perfect
1027, Kirby Bliss Blanton,100000000,Project X
1027, Dax Flame,100000000,Project X
993,Tom Hanks,130482868,Cloud Atlas
1054,Henry Cavill,16863583,The Cold Light of Day
1074, Kevin Hart,96070507,Think Like a Man
989, Anna Camp,115350426,Pitch Perfect
1036, Alison Brie,53909751,The Five-Year Engagement
980,Kelly Macdonald,538983207,Brave
994, Arnold Schwarzenegger,312573423,The Expendables 2
1058,Meryl Streep,114281051,Hope Springs
1056, Josh Hutcherson,44806783,Red Dawn
998,Ben Affleck,232324128,Argo
971,Kate Beckinsale,132400000,Underworld: Awakening
992, Jessica Biel,198802074,Total Recall
1065, Steve Zahn,77112176,Diary of a Wimpy Kid: Dog Days
1043, Brendan Gleeson,208076205,Safe House
993, Halle Berry,130482868,Cloud Atlas
1062, Billy Connolly,59520298,Quartet
1067, Daniela Ruah,50365377,Red Tails
1077, Sarah Gadon,6063556,Cosmopolis
989, Rebel Wilson,115350426,Pitch Perfect
977,Noomi Rapace,403170142,Prometheus
974,Daniel Craig,1108561013,Skyfall
979, Denis Leary,752215857,The Amazing Spider-Man
1063, Tucker Albrizzi,107139399,ParaNorman
1042, Leighton Meester,58058367,That's My Boy
1005, Robert John Burke,40346186,Safe
972, Tom Hardy,1081041287,The Dark Knight Rises
1010, Jason Cope,41037742,Dredd
1005, James Hong,40346186,Safe
992, Bill Nighy,198802074,Total Recall
1052, Radha Mitchell,52302796,Silent Hill: Revelation 3D
1058, Jean Smart,114281051,Hope Springs
1057,Sean Hayes,54819301,The Three Stooges
1028, J.K. Simmons,63100000,Contraband
1050,Danielle Panabaker,8493728,Piranha 3DD
1058, Marin Ireland,114281051,Hope Springs
982,Channing Tatum,201585328,21 Jump Street
1060,Tyler Perry,30353232,Alex Cross
1072, Tom Sturridge,8784318,On the Road
977, Michael Fassbender,403170142,Prometheus
1041, Catherine O'Hara,81491068,Frankenweenie
1077, Juliette Binoche,6063556,Cosmopolis
1056, Jeffrey Dean Morgan,44806783,Red Dawn
986, Werner Herzog,218340595,Jack Reacher
1010, Lena Headey,41037742,Dredd
1025, Brooklyn Decker,79700000,What to Expect When You're Expecting
970, Mark Ruffalo,1519557910,The Avengers
978, Chris Tucker,205738714,Silver Linings Playbook
998, Alan Arkin,232324128,Argo
994, Dolph Lundgren,312573423,The Expendables 2
1038, Peter Stormare,32204030,Lockout
1062, Michael Gambon,59520298,Quartet
1073, Bette Midler,119772232,Parental Guidance
1059,Eddie Murphy,22044277,A Thousand Words
1042, Andy Samberg,58058367,That's My Boy
1034, Brian Blessed,118338361,The Pirates! In an Adventure with Scientists!
1016, Taylor Lautner,829000000,The Twilight Saga: Breaking Dawn - Part 2
1075, Josh Duhamel,4636169,Fire with Fire
1063, Casey Affleck,107139399,ParaNorman
1033, Sami Gayle,2106557,Stolen
1016, Elizabeth Reaser,829000000,The Twilight Saga: Breaking Dawn - Part 2
1008, Ed Helms,348840316,The Lorax
1019, Rosamund Pike,301000000,Wrath of the Titans
1065,Devon Bostick,77112176,Diary of a Wimpy Kid: Dog Days
973, Kerry Washington,425368238,Django Unchained
1045, Ed Harris,46221189,Man on a Ledge
1064,Matt Damon,8138788,Promised Land
1008,Zac Efron,348840316,The Lorax
1019, Ralph Fiennes,301000000,Wrath of the Titans
990, Josh Brolin,624026776,Men in Black 3
972,Christian Bale,1081041287,The Dark Knight Rises
1043, Ryan Reynolds,208076205,Safe House
1049, Mark Duplass,12434778,People Like Us
1043, Vera Farmiga,208076205,Safe House
971, Stephen Rea,132400000,Underworld: Awakening
1071,Katie Featherston,142817992,Paranormal Activity 4
970, Scarlett Johansson,1519557910,The Avengers
1026, Anna Faris,179379533,The Dictator
1070, Dennis Quaid,13231461,The Words
1072, Kirsten Dunst,8784318,On the Road
1044, Taylor Kitsch,47000000,Savages
999, Alyson Hannigan,234989584,American Reunion
1019,Sam Worthington,301000000,Wrath of the Titans
1001, Jesse Williams,66486080,The Cabin in the Woods
1057, Will Sasso,54819301,The Three Stooges
1008, Rob Riggle,348840316,The Lorax
985, Giovanni Ribisi,549368315,Ted
1037, Leslie Mann,88058786,This Is 40
975,Jeremy Renner,276572938,The Bourne Legacy
1000, Olivia Munn,167221571,Magic Mike
975, Edward Norton,276572938,The Bourne Legacy
1022, Gonzalo Menendez,81272766,Act of Valor
983, Adil Hussain,609016565,Life of Pi
1080,Katy Perry,32726956,Katy Perry: Part of Me
986, Richard Jenkins,218340595,Jack Reacher
988,John C. Reilly,471222889,Wreck-It Ralph
1002,Chris Pine,306941670,Rise of the Guardians
1054, Sigourney Weaver,16863583,The Cold Light of Day
1071, Matt Shively,142817992,Paranormal Activity 4
1039, Lauren Ambrose,24159934,Wanderlust
1041,Charlie Tahan,81491068,Frankenweenie
1013, Lily Collins,183018522,Mirror Mirror
1028, Ben Foster,63100000,Contraband
1026, Aasif Mandvi,179379533,The Dictator
1018,Gina Carano,33372606,Haywire
1011,Taylor Kitsch,303025485,Battleship
983, Ayush Tandon,609016565,Life of Pi
1006, Rufus Sewell,112265139,Abraham Lincoln: Vampire Hunter
981, Chris Hemsworth,396600000,Snow White and the Huntsman
1024, Anna Kendrick,48126384,End of Watch
1035, Philip Seymour Hoffman,28258060,The Master
1055, Susan Sarandon,35485056,Arbitrage
1064, John Krasinski,8138788,Promised Land
1049, Elizabeth Banks,12434778,People Like Us
1080, Shannon Woodward,32726956,Katy Perry: Part of Me
972, Michael Caine,1081041287,The Dark Knight Rises
1069, Michael Shannon,31083599,Premium Rush
1053, Scoot McNairy,37930465,Killing Them Softly
1042, Eva Amurri Martino,58058367,That's My Boy
976,Ian McKellen,1017003568,The Hobbit: An Unexpected Journey
1057, Jane Lynch,54819301,The Three Stooges
1047, John Krasinski,24719215,Big Miracle
1079,Whitney Houston,24637469,Sparkle
1008, Danny DeVito,348840316,The Lorax
1067,Bryan Cranston,50365377,Red Tails
1014, Willem Dafoe,284139100,John Carter
1044, Benicio del Toro,47000000,Savages
1048, Paula Patton,3428048,Disconnect
1017, Mark Strong,132820716,Zero Dark Thirty
1041, Martin Landau,81491068,Frankenweenie
1058, Tommy Lee Jones,114281051,Hope Springs
979, Rhys Ifans,752215857,The Amazing Spider-Man
1080, Mia Moretti,32726956,Katy Perry: Part of Me
1050, Jean-Luc Bilodeau,8493728,Piranha 3DD
