index,continent,country,Var,gdpPercap,lifeExp
12,Africa,Cote d'Ivoire,1982,2602.710169,53.983000000000004
12,Africa,Cote d'Ivoire,1987,2156.9560690000008,54.655
12,Africa,Cote d'Ivoire,1992,1648.073791,52.044
12,Africa,Cote d'Ivoire,1997,1786.265407,47.99100000000001
12,Africa,Cote d'Ivoire,2002,1648.800823,46.832
12,Africa,Cote d'Ivoire,2007,1544.750112,48.328
13,Africa,Djibouti,1952,2669.529475,34.812
13,Africa,Djibouti,1957,2864.969076000001,37.328
13,Africa,Djibouti,1962,3020.989263,39.69300000000001
13,Africa,Djibouti,1967,3020.0505129999997,42.074
13,Africa,Djibouti,1972,3694.2123520000014,44.36600000000001
13,Africa,Djibouti,1977,3081.7610219999997,46.519
13,Africa,Djibouti,1982,2879.4680670000002,48.812
13,Africa,Djibouti,1987,2880.102568,50.04
13,Africa,Djibouti,1992,2377.156192000001,51.604
13,Africa,Djibouti,1997,1895.016984,53.157
13,Africa,Djibouti,2002,1908.2608670000002,53.37300000000001
13,Africa,Djibouti,2007,2082.4815670000007,54.791000000000004
14,Africa,Egypt,1952,1418.822445,41.893
14,Africa,Egypt,1957,1458.915272,44.443999999999996
14,Africa,Egypt,1962,1693.335853,46.992
14,Africa,Egypt,1967,1814.880728,49.293
14,Africa,Egypt,1972,2024.0081469999998,51.137
14,Africa,Egypt,1977,2785.493582,53.318999999999996
14,Africa,Egypt,1982,3503.729636,56.006
14,Africa,Egypt,1987,3885.4607100000003,59.797
14,Africa,Egypt,1992,3794.755195,63.674
14,Africa,Egypt,1997,4173.181797,67.217
14,Africa,Egypt,2002,4754.604414,69.806
14,Africa,Egypt,2007,5581.180998,71.33800000000002
15,Africa,Equatorial Guinea,1952,375.6431231,34.482
15,Africa,Equatorial Guinea,1957,426.0964081,35.98300000000001
15,Africa,Equatorial Guinea,1962,582.8419713999998,37.485
15,Africa,Equatorial Guinea,1967,915.5960025,38.986999999999995
15,Africa,Equatorial Guinea,1972,672.4122571,40.516
15,Africa,Equatorial Guinea,1977,958.5668124,42.023999999999994
15,Africa,Equatorial Guinea,1982,927.8253427000001,43.662
15,Africa,Equatorial Guinea,1987,966.8968149,45.663999999999994
15,Africa,Equatorial Guinea,1992,1132.055034,47.545
15,Africa,Equatorial Guinea,1997,2814.480755,48.245
15,Africa,Equatorial Guinea,2002,7703.4959,49.348
15,Africa,Equatorial Guinea,2007,12154.08975,51.57899999999999
16,Africa,Eritrea,1952,328.9405571000001,35.92800000000001
16,Africa,Eritrea,1957,344.16188589999996,38.047
16,Africa,Eritrea,1962,380.99584330000016,40.158
16,Africa,Eritrea,1967,468.7949699,42.18899999999999
16,Africa,Eritrea,1972,514.3242081999998,44.141999999999996
16,Africa,Eritrea,1977,505.7538077,44.535
16,Africa,Eritrea,1982,524.8758493,43.89
16,Africa,Eritrea,1987,521.1341333,46.453
16,Africa,Eritrea,1992,582.8585102000002,49.99100000000001
16,Africa,Eritrea,1997,913.4707900000001,53.378
16,Africa,Eritrea,2002,765.3500015,55.24
16,Africa,Eritrea,2007,641.3695236000002,58.04
17,Africa,Ethiopia,1952,362.1462796,34.078
17,Africa,Ethiopia,1957,378.90416319999997,36.667
17,Africa,Ethiopia,1962,419.4564161,40.059
17,Africa,Ethiopia,1967,516.1186438,42.115
17,Africa,Ethiopia,1972,566.2439442000001,43.515
17,Africa,Ethiopia,1977,556.8083834,44.51
17,Africa,Ethiopia,1982,577.8607471,44.916000000000004
17,Africa,Ethiopia,1987,573.7413142000001,46.684
17,Africa,Ethiopia,1992,421.3534653,48.091
17,Africa,Ethiopia,1997,515.8894013,49.402
17,Africa,Ethiopia,2002,530.0535319,50.725
17,Africa,Ethiopia,2007,690.8055759,52.946999999999996
18,Africa,Gabon,1952,4293.476475,37.003
18,Africa,Gabon,1957,4976.198099,38.999
18,Africa,Gabon,1962,6631.4592219999995,40.489000000000004
18,Africa,Gabon,1967,8358.761987,44.598
18,Africa,Gabon,1972,11401.948409999999,48.69
18,Africa,Gabon,1977,21745.57328,52.79
18,Africa,Gabon,1982,15113.36194,56.56399999999999
18,Africa,Gabon,1987,11864.408440000001,60.19
18,Africa,Gabon,1992,13522.157519999999,61.36600000000001
18,Africa,Gabon,1997,14722.841880000002,60.46100000000001
18,Africa,Gabon,2002,12521.71392,56.761
18,Africa,Gabon,2007,13206.48452,56.735
19,Africa,Gambia,1952,485.2306591,30.0
19,Africa,Gambia,1957,520.9267111,32.065
19,Africa,Gambia,1962,599.650276,33.896
19,Africa,Gambia,1967,734.7829124,35.857
19,Africa,Gambia,1972,756.0868363,38.308
19,Africa,Gambia,1977,884.7552507000001,41.842
19,Africa,Gambia,1982,835.8096107999999,45.58
19,Africa,Gambia,1987,611.6588611000002,49.265
19,Africa,Gambia,1992,665.6244126,52.644
19,Africa,Gambia,1997,653.7301704,55.861000000000004
19,Africa,Gambia,2002,660.5855997,58.041000000000004
19,Africa,Gambia,2007,752.7497265,59.448
20,Africa,Ghana,1952,911.2989371,43.148999999999994
20,Africa,Ghana,1957,1043.5615369999996,44.778999999999996
20,Africa,Ghana,1962,1190.0411179999999,46.452
20,Africa,Ghana,1967,1125.69716,48.071999999999996
20,Africa,Ghana,1972,1178.223708,49.875
20,Africa,Ghana,1977,993.2239571,51.756
20,Africa,Ghana,1982,876.032569,53.744
20,Africa,Ghana,1987,847.0061135,55.729
20,Africa,Ghana,1992,925.0601539999999,57.50100000000001
20,Africa,Ghana,1997,1005.2458119999999,58.556000000000004
20,Africa,Ghana,2002,1111.9845779999996,58.453
20,Africa,Ghana,2007,1327.60891,60.022
21,Africa,Guinea,1952,510.19649230000016,33.609
21,Africa,Guinea,1957,576.2670245,34.558
21,Africa,Guinea,1962,686.3736739,35.753
21,Africa,Guinea,1967,708.7595409,37.196999999999996
21,Africa,Guinea,1972,741.6662307,38.842
21,Africa,Guinea,1977,874.6858642999997,40.762
21,Africa,Guinea,1982,857.2503577,42.89100000000001
21,Africa,Guinea,1987,805.5724717999999,45.552
21,Africa,Guinea,1992,794.3484384,48.576
21,Africa,Guinea,1997,869.4497667999997,51.455
21,Africa,Guinea,2002,945.5835837000001,53.676
21,Africa,Guinea,2007,942.6542111,56.007
22,Africa,Guinea-Bissau,1952,299.850319,32.5
22,Africa,Guinea-Bissau,1957,431.79045660000014,33.489000000000004
22,Africa,Guinea-Bissau,1962,522.0343725,34.488
22,Africa,Guinea-Bissau,1967,715.5806402000003,35.492
22,Africa,Guinea-Bissau,1972,820.2245876000003,36.486
22,Africa,Guinea-Bissau,1977,764.7259627999997,37.465
22,Africa,Guinea-Bissau,1982,838.1239671,39.327
22,Africa,Guinea-Bissau,1987,736.4153921,41.245
22,Africa,Guinea-Bissau,1992,745.5398706,43.26600000000001
22,Africa,Guinea-Bissau,1997,796.6644681,44.87300000000001
22,Africa,Guinea-Bissau,2002,575.7047176,45.504
22,Africa,Guinea-Bissau,2007,579.2317429999998,46.38800000000001
23,Africa,Kenya,1952,853.5409189999997,42.27
23,Africa,Kenya,1957,944.4383152,44.68600000000001
23,Africa,Kenya,1962,896.9663732,47.949
23,Africa,Kenya,1967,1056.736457,50.653999999999996
23,Africa,Kenya,1972,1222.359968,53.559
23,Africa,Kenya,1977,1267.613204,56.155
23,Africa,Kenya,1982,1348.225791,58.76600000000001
23,Africa,Kenya,1987,1361.936856,59.339
23,Africa,Kenya,1992,1341.9217210000004,59.285
23,Africa,Kenya,1997,1360.4850210000004,54.407
23,Africa,Kenya,2002,1287.514732,50.992
23,Africa,Kenya,2007,1463.249282,54.11
24,Africa,Lesotho,1952,298.8462121,42.13800000000001
24,Africa,Lesotho,1957,335.9971151000001,45.047
24,Africa,Lesotho,1962,411.80062660000004,47.747
24,Africa,Lesotho,1967,498.63902649999994,48.492
24,Africa,Lesotho,1972,496.58159220000016,49.766999999999996
24,Africa,Lesotho,1977,745.3695408,52.208
24,Africa,Lesotho,1982,797.2631074,55.078
24,Africa,Lesotho,1987,773.9932140999997,57.18
24,Africa,Lesotho,1992,977.4862724999999,59.685
24,Africa,Lesotho,1997,1186.147994,55.558
24,Africa,Lesotho,2002,1275.184575,44.593
24,Africa,Lesotho,2007,1569.331442,42.592
25,Africa,Liberia,1952,575.5729961000002,38.48
25,Africa,Liberia,1957,620.9699901,39.486
25,Africa,Liberia,1962,634.1951625,40.501999999999995
25,Africa,Liberia,1967,713.6036482999997,41.536
25,Africa,Liberia,1972,803.0054535,42.614
25,Africa,Liberia,1977,640.3224382999998,43.763999999999996
25,Africa,Liberia,1982,572.1995694,44.852
25,Africa,Liberia,1987,506.1138573,46.027
25,Africa,Liberia,1992,636.6229191000001,40.802
25,Africa,Liberia,1997,609.1739508,42.221000000000004
25,Africa,Liberia,2002,531.4823679,43.753
25,Africa,Liberia,2007,414.5073415,45.678000000000004
26,Africa,Libya,1952,2387.54806,42.723
26,Africa,Libya,1957,3448.284395,45.288999999999994
26,Africa,Libya,1962,6757.0308159999995,47.808
26,Africa,Libya,1967,18772.75169,50.227
26,Africa,Libya,1972,21011.497209999998,52.773
26,Africa,Libya,1977,21951.21176,57.442
26,Africa,Libya,1982,17364.275380000006,62.155
26,Africa,Libya,1987,11770.5898,66.234
26,Africa,Libya,1992,9640.138501000001,68.755
26,Africa,Libya,1997,9467.446056,71.555
26,Africa,Libya,2002,9534.677467,72.737
26,Africa,Libya,2007,12057.49928,73.952
27,Africa,Madagascar,1952,1443.011715,36.681
27,Africa,Madagascar,1957,1589.20275,38.865
27,Africa,Madagascar,1962,1643.38711,40.848
27,Africa,Madagascar,1967,1634.047282,42.881
27,Africa,Madagascar,1972,1748.562982,44.851000000000006
27,Africa,Madagascar,1977,1544.228586,46.881
27,Africa,Madagascar,1982,1302.878658,48.968999999999994
27,Africa,Madagascar,1987,1155.4419480000001,49.35
27,Africa,Madagascar,1992,1040.6761900000001,52.214
27,Africa,Madagascar,1997,986.2958956,54.978
27,Africa,Madagascar,2002,894.6370822,57.286
27,Africa,Madagascar,2007,1044.770126,59.44300000000001
28,Africa,Malawi,1952,369.1650802,36.256
28,Africa,Malawi,1957,416.36980639999996,37.207
28,Africa,Malawi,1962,427.90108560000004,38.41
28,Africa,Malawi,1967,495.5147806,39.486999999999995
28,Africa,Malawi,1972,584.6219709,41.76600000000001
28,Africa,Malawi,1977,663.2236766,43.766999999999996
28,Africa,Malawi,1982,632.8039209,45.641999999999996
28,Africa,Malawi,1987,635.5173633999998,47.457
28,Africa,Malawi,1992,563.2000145,49.42
28,Africa,Malawi,1997,692.2758102999999,47.495
28,Africa,Malawi,2002,665.4231186000002,45.00899999999999
28,Africa,Malawi,2007,759.3499101,48.303000000000004
29,Africa,Mali,1952,452.3369807,33.685
29,Africa,Mali,1957,490.3821867,35.30699999999999
29,Africa,Mali,1962,496.17434280000003,36.936
29,Africa,Mali,1967,545.0098873,38.486999999999995
29,Africa,Mali,1972,581.3688761,39.977
29,Africa,Mali,1977,686.3952693,41.714
29,Africa,Mali,1982,618.0140640999998,43.916000000000004
29,Africa,Mali,1987,684.1715576,46.364
29,Africa,Mali,1992,739.014375,48.38800000000001
29,Africa,Mali,1997,790.2579846,49.903
29,Africa,Mali,2002,951.4097517999999,51.81800000000001
29,Africa,Mali,2007,1042.581557,54.467
30,Africa,Mauritania,1952,743.1159097,40.543
30,Africa,Mauritania,1957,846.1202613,42.338
30,Africa,Mauritania,1962,1055.8960359999999,44.24800000000001
30,Africa,Mauritania,1967,1421.145193,46.288999999999994
30,Africa,Mauritania,1972,1586.851781,48.437
30,Africa,Mauritania,1977,1497.492223,50.852
30,Africa,Mauritania,1982,1481.150189,53.599
30,Africa,Mauritania,1987,1421.603576,56.145
30,Africa,Mauritania,1992,1361.369784,58.333
30,Africa,Mauritania,1997,1483.1361359999999,60.43
30,Africa,Mauritania,2002,1579.0195429999999,62.247
30,Africa,Mauritania,2007,1803.1514960000002,64.164
31,Africa,Mauritius,1952,1967.955707,50.986000000000004
31,Africa,Mauritius,1957,2034.037981,58.089
31,Africa,Mauritius,1962,2529.0674870000007,60.246
31,Africa,Mauritius,1967,2475.387562,61.556999999999995
31,Africa,Mauritius,1972,2575.4841579999998,62.943999999999996
31,Africa,Mauritius,1977,3710.9829630000004,64.93
31,Africa,Mauritius,1982,3688.037739,66.711
31,Africa,Mauritius,1987,4783.586903,68.74
31,Africa,Mauritius,1992,6058.253846000001,69.745
31,Africa,Mauritius,1997,7425.7052950000025,70.736
31,Africa,Mauritius,2002,9021.815894,71.954
31,Africa,Mauritius,2007,10956.99112,72.801
32,Africa,Morocco,1952,1688.20357,42.87300000000001
32,Africa,Morocco,1957,1642.002314,45.423
32,Africa,Morocco,1962,1566.353493,47.924
32,Africa,Morocco,1967,1711.04477,50.335
32,Africa,Morocco,1972,1930.194975,52.861999999999995
32,Africa,Morocco,1977,2370.619976,55.73
32,Africa,Morocco,1982,2702.620356,59.65
32,Africa,Morocco,1987,2755.046991,62.677
32,Africa,Morocco,1992,2948.047252,65.393
32,Africa,Morocco,1997,2982.101858,67.66
32,Africa,Morocco,2002,3258.495584,69.615
32,Africa,Morocco,2007,3820.17523,71.164
33,Africa,Mozambique,1952,468.5260381,31.285999999999998
33,Africa,Mozambique,1957,495.58683330000014,33.779
33,Africa,Mozambique,1962,556.6863539,36.161
33,Africa,Mozambique,1967,566.6691539,38.113
33,Africa,Mozambique,1972,724.9178037,40.328
33,Africa,Mozambique,1977,502.31973339999996,42.495
33,Africa,Mozambique,1982,462.2114149,42.795
33,Africa,Mozambique,1987,389.87618460000004,42.861000000000004
33,Africa,Mozambique,1992,410.89682389999996,44.284
33,Africa,Mozambique,1997,472.34607710000006,46.343999999999994
33,Africa,Mozambique,2002,633.6179466,44.026
33,Africa,Mozambique,2007,823.6856205,42.082
34,Africa,Namibia,1952,2423.780443,41.725
34,Africa,Namibia,1957,2621.448058,45.226000000000006
34,Africa,Namibia,1962,3173.215595,48.386
34,Africa,Namibia,1967,3793.694753,51.159
34,Africa,Namibia,1972,3746.080948,53.867
34,Africa,Namibia,1977,3876.4859579999998,56.437
34,Africa,Namibia,1982,4191.100511,58.968
34,Africa,Namibia,1987,3693.7313369999997,60.835
34,Africa,Namibia,1992,3804.537999,61.998999999999995
34,Africa,Namibia,1997,3899.52426,58.909
34,Africa,Namibia,2002,4072.3247509999997,51.479
34,Africa,Namibia,2007,4811.060429,52.90600000000001
35,Africa,Niger,1952,761.879376,37.444
35,Africa,Niger,1957,835.5234025000003,38.598
35,Africa,Niger,1962,997.7661127,39.486999999999995
35,Africa,Niger,1967,1054.384891,40.118
35,Africa,Niger,1972,954.2092363,40.546
35,Africa,Niger,1977,808.8970727999997,41.291000000000004
35,Africa,Niger,1982,909.7221354000001,42.598
35,Africa,Niger,1987,668.3000228,44.555
35,Africa,Niger,1992,581.182725,47.39100000000001
35,Africa,Niger,1997,580.3052092,51.313
35,Africa,Niger,2002,601.0745012,54.496
35,Africa,Niger,2007,619.6768923999998,56.867
36,Africa,Nigeria,1952,1077.281856,36.324
36,Africa,Nigeria,1957,1100.5925630000004,37.802
36,Africa,Nigeria,1962,1150.9274779999996,39.36
36,Africa,Nigeria,1967,1014.5141039999999,41.04
36,Africa,Nigeria,1972,1698.3888379999999,42.82100000000001
36,Africa,Nigeria,1977,1981.9518059999998,44.513999999999996
36,Africa,Nigeria,1982,1576.97375,45.826
36,Africa,Nigeria,1987,1385.029563,46.886
36,Africa,Nigeria,1992,1619.848217,47.472
36,Africa,Nigeria,1997,1624.941275,47.464
36,Africa,Nigeria,2002,1615.2863949999999,46.608000000000004
36,Africa,Nigeria,2007,2013.9773050000001,46.858999999999995
37,Africa,Reunion,1952,2718.885295,52.724
37,Africa,Reunion,1957,2769.451844,55.09
37,Africa,Reunion,1962,3173.72334,57.666000000000004
37,Africa,Reunion,1967,4021.1757390000002,60.542
37,Africa,Reunion,1972,5047.658563,64.274
37,Africa,Reunion,1977,4319.804067,67.064
37,Africa,Reunion,1982,5267.219353,69.885
37,Africa,Reunion,1987,5303.377488,71.913
37,Africa,Reunion,1992,6101.2558229999995,73.615
37,Africa,Reunion,1997,6071.941411,74.77199999999998
37,Africa,Reunion,2002,6316.1652,75.744
37,Africa,Reunion,2007,7670.122558,76.442
38,Africa,Rwanda,1952,493.32387520000003,40.0
38,Africa,Rwanda,1957,540.2893982999999,41.5
38,Africa,Rwanda,1962,597.4730727000001,43.0
38,Africa,Rwanda,1967,510.9637142,44.1
38,Africa,Rwanda,1972,590.5806637999998,44.6
38,Africa,Rwanda,1977,670.0806011,45.0
38,Africa,Rwanda,1982,881.5706467,46.218
38,Africa,Rwanda,1987,847.991217,44.02
38,Africa,Rwanda,1992,737.0685949,23.599
38,Africa,Rwanda,1997,589.9445051,36.086999999999996
38,Africa,Rwanda,2002,785.6537647999999,43.413000000000004
38,Africa,Rwanda,2007,863.0884639000003,46.242
39,Africa,Sao Tome and Principe,1952,879.5835855,46.471000000000004
39,Africa,Sao Tome and Principe,1957,860.7369026,48.945
39,Africa,Sao Tome and Principe,1962,1071.551119,51.893
39,Africa,Sao Tome and Principe,1967,1384.840593,54.425
39,Africa,Sao Tome and Principe,1972,1532.985254,56.48
39,Africa,Sao Tome and Principe,1977,1737.561657,58.55
39,Africa,Sao Tome and Principe,1982,1890.2181170000001,60.351000000000006
39,Africa,Sao Tome and Principe,1987,1516.525457,61.728
39,Africa,Sao Tome and Principe,1992,1428.777814,62.742
39,Africa,Sao Tome and Principe,1997,1339.076036,63.306000000000004
39,Africa,Sao Tome and Principe,2002,1353.09239,64.337
39,Africa,Sao Tome and Principe,2007,1598.435089,65.528
40,Africa,Senegal,1952,1450.356983,37.278
40,Africa,Senegal,1957,1567.653006,39.329
40,Africa,Senegal,1962,1654.988723,41.45399999999999
40,Africa,Senegal,1967,1612.404632,43.563
40,Africa,Senegal,1972,1597.712056,45.815
40,Africa,Senegal,1977,1561.769116,48.879
40,Africa,Senegal,1982,1518.479984,52.379
40,Africa,Senegal,1987,1441.72072,55.769
40,Africa,Senegal,1992,1367.899369,58.19600000000001
40,Africa,Senegal,1997,1392.368347,60.187
40,Africa,Senegal,2002,1519.635262,61.6
40,Africa,Senegal,2007,1712.4721359999999,63.062
41,Africa,Sierra Leone,1952,879.7877358,30.331
41,Africa,Sierra Leone,1957,1004.484437,31.57
41,Africa,Sierra Leone,1962,1116.6398769999996,32.766999999999996
41,Africa,Sierra Leone,1967,1206.043465,34.113
41,Africa,Sierra Leone,1972,1353.759762,35.4
41,Africa,Sierra Leone,1977,1348.285159,36.788000000000004
41,Africa,Sierra Leone,1982,1465.010784,38.445
41,Africa,Sierra Leone,1987,1294.4477880000004,40.006
41,Africa,Sierra Leone,1992,1068.696278,38.333
41,Africa,Sierra Leone,1997,574.6481576,39.897
41,Africa,Sierra Leone,2002,699.4897129999997,41.012
41,Africa,Sierra Leone,2007,862.5407561000003,42.56800000000001
42,Africa,Somalia,1952,1135.749842,32.978
42,Africa,Somalia,1957,1258.1474130000001,34.977
42,Africa,Somalia,1962,1369.488336,36.981
42,Africa,Somalia,1967,1284.7331800000004,38.977
42,Africa,Somalia,1972,1254.576127,40.973
42,Africa,Somalia,1977,1450.9925130000001,41.974
42,Africa,Somalia,1982,1176.807031,42.955
42,Africa,Somalia,1987,1093.244963,44.50100000000001
42,Africa,Somalia,1992,926.9602964,39.658
42,Africa,Somalia,1997,930.5964284,43.795
42,Africa,Somalia,2002,882.0818218000003,45.93600000000001
42,Africa,Somalia,2007,926.1410683,48.159
43,Africa,South Africa,1952,4725.295531000002,45.00899999999999
43,Africa,South Africa,1957,5487.104219,47.985
43,Africa,South Africa,1962,5768.729717,49.951
43,Africa,South Africa,1967,7114.4779709999975,51.927
