index,continent,country,gdpPercap_1952,lifeExp_1952,gdpPercap_1957,lifeExp_1957,gdpPercap_1962,lifeExp_1962,gdpPercap_1967,lifeExp_1967,gdpPercap_1972,lifeExp_1972,gdpPercap_1977,lifeExp_1977,gdpPercap_1982,lifeExp_1982,gdpPercap_1987,lifeExp_1987,gdpPercap_1992,lifeExp_1992,gdpPercap_1997,lifeExp_1997,gdpPercap_2002,lifeExp_2002,gdpPercap_2007,lifeExp_2007
10,Africa,Congo Dem. Rep.,780.5423257,39.143,905.8602302999999,40.652,896.3146335000001,42.122,861.5932424,44.056000000000004,904.8960685000001,45.989,795.757282,47.803999999999995,673.7478181,47.784,672.774812,47.412,457.7191807,45.548,312.188423,42.586999999999996,241.16587650000002,44.966,277.55185869999997,46.461999999999996
11,Africa,Congo Rep.,2125.621418,42.111000000000004,2315.056572,45.053000000000004,2464.783157,48.435,2677.9396420000007,52.04,3213.152683,54.907,3259.178978,55.625,4879.507522,56.695,4201.194936999998,57.47,4016.239529,56.433,3484.1643759999997,52.961999999999996,3484.06197,52.97,3632.557798,55.321999999999996
12,Africa,Cote d'Ivoire,1388.594732,40.477,1500.895925,42.468999999999994,1728.8694280000002,44.93,2052.0504730000002,47.35,2378.201111,49.801,2517.736547,52.373999999999995,2602.710169,53.983000000000004,2156.9560690000008,54.655,1648.073791,52.044,1786.265407,47.99100000000001,1648.800823,46.832,1544.750112,48.328
13,Africa,Djibouti,2669.529475,34.812,2864.969076000001,37.328,3020.989263,39.69300000000001,3020.0505129999997,42.074,3694.2123520000014,44.36600000000001,3081.7610219999997,46.519,2879.4680670000002,48.812,2880.102568,50.04,2377.156192000001,51.604,1895.016984,53.157,1908.2608670000002,53.37300000000001,2082.4815670000007,54.791000000000004
14,Africa,Egypt,1418.822445,41.893,1458.915272,44.443999999999996,1693.335853,46.992,1814.880728,49.293,2024.0081469999998,51.137,2785.493582,53.318999999999996,3503.729636,56.006,3885.4607100000003,59.797,3794.755195,63.674,4173.181797,67.217,4754.604414,69.806,5581.180998,71.33800000000002
15,Africa,Equatorial Guinea,375.6431231,34.482,426.0964081,35.98300000000001,582.8419713999998,37.485,915.5960025,38.986999999999995,672.4122571,40.516,958.5668124,42.023999999999994,927.8253427000001,43.662,966.8968149,45.663999999999994,1132.055034,47.545,2814.480755,48.245,7703.4959,49.348,12154.08975,51.57899999999999
16,Africa,Eritrea,328.9405571000001,35.92800000000001,344.16188589999996,38.047,380.99584330000016,40.158,468.7949699,42.18899999999999,514.3242081999998,44.141999999999996,505.7538077,44.535,524.8758493,43.89,521.1341333,46.453,582.8585102000002,49.99100000000001,913.4707900000001,53.378,765.3500015,55.24,641.3695236000002,58.04
17,Africa,Ethiopia,362.1462796,34.078,378.90416319999997,36.667,419.4564161,40.059,516.1186438,42.115,566.2439442000001,43.515,556.8083834,44.51,577.8607471,44.916000000000004,573.7413142000001,46.684,421.3534653,48.091,515.8894013,49.402,530.0535319,50.725,690.8055759,52.946999999999996
18,Africa,Gabon,4293.476475,37.003,4976.198099,38.999,6631.4592219999995,40.489000000000004,8358.761987,44.598,11401.948409999999,48.69,21745.57328,52.79,15113.36194,56.56399999999999,11864.408440000001,60.19,13522.157519999999,61.36600000000001,14722.841880000002,60.46100000000001,12521.71392,56.761,13206.48452,56.735
19,Africa,Gambia,485.2306591,30.0,520.9267111,32.065,599.650276,33.896,734.7829124,35.857,756.0868363,38.308,884.7552507000001,41.842,835.8096107999999,45.58,611.6588611000002,49.265,665.6244126,52.644,653.7301704,55.861000000000004,660.5855997,58.041000000000004,752.7497265,59.448
20,Africa,Ghana,911.2989371,43.148999999999994,1043.5615369999996,44.778999999999996,1190.0411179999999,46.452,1125.69716,48.071999999999996,1178.223708,49.875,993.2239571,51.756,876.032569,53.744,847.0061135,55.729,925.0601539999999,57.50100000000001,1005.2458119999999,58.556000000000004,1111.9845779999996,58.453,1327.60891,60.022
21,Africa,Guinea,510.19649230000016,33.609,576.2670245,34.558,686.3736739,35.753,708.7595409,37.196999999999996,741.6662307,38.842,874.6858642999997,40.762,857.2503577,42.89100000000001,805.5724717999999,45.552,794.3484384,48.576,869.4497667999997,51.455,945.5835837000001,53.676,942.6542111,56.007
22,Africa,Guinea-Bissau,299.850319,32.5,431.79045660000014,33.489000000000004,522.0343725,34.488,715.5806402000003,35.492,820.2245876000003,36.486,764.7259627999997,37.465,838.1239671,39.327,736.4153921,41.245,745.5398706,43.26600000000001,796.6644681,44.87300000000001,575.7047176,45.504,579.2317429999998,46.38800000000001
23,Africa,Kenya,853.5409189999997,42.27,944.4383152,44.68600000000001,896.9663732,47.949,1056.736457,50.653999999999996,1222.359968,53.559,1267.613204,56.155,1348.225791,58.76600000000001,1361.936856,59.339,1341.9217210000004,59.285,1360.4850210000004,54.407,1287.514732,50.992,1463.249282,54.11
24,Africa,Lesotho,298.8462121,42.13800000000001,335.9971151000001,45.047,411.80062660000004,47.747,498.63902649999994,48.492,496.58159220000016,49.766999999999996,745.3695408,52.208,797.2631074,55.078,773.9932140999997,57.18,977.4862724999999,59.685,1186.147994,55.558,1275.184575,44.593,1569.331442,42.592
25,Africa,Liberia,575.5729961000002,38.48,620.9699901,39.486,634.1951625,40.501999999999995,713.6036482999997,41.536,803.0054535,42.614,640.3224382999998,43.763999999999996,572.1995694,44.852,506.1138573,46.027,636.6229191000001,40.802,609.1739508,42.221000000000004,531.4823679,43.753,414.5073415,45.678000000000004
26,Africa,Libya,2387.54806,42.723,3448.284395,45.288999999999994,6757.0308159999995,47.808,18772.75169,50.227,21011.497209999998,52.773,21951.21176,57.442,17364.275380000006,62.155,11770.5898,66.234,9640.138501000001,68.755,9467.446056,71.555,9534.677467,72.737,12057.49928,73.952
27,Africa,Madagascar,1443.011715,36.681,1589.20275,38.865,1643.38711,40.848,1634.047282,42.881,1748.562982,44.851000000000006,1544.228586,46.881,1302.878658,48.968999999999994,1155.4419480000001,49.35,1040.6761900000001,52.214,986.2958956,54.978,894.6370822,57.286,1044.770126,59.44300000000001
28,Africa,Malawi,369.1650802,36.256,416.36980639999996,37.207,427.90108560000004,38.41,495.5147806,39.486999999999995,584.6219709,41.76600000000001,663.2236766,43.766999999999996,632.8039209,45.641999999999996,635.5173633999998,47.457,563.2000145,49.42,692.2758102999999,47.495,665.4231186000002,45.00899999999999,759.3499101,48.303000000000004
29,Africa,Mali,452.3369807,33.685,490.3821867,35.30699999999999,496.17434280000003,36.936,545.0098873,38.486999999999995,581.3688761,39.977,686.3952693,41.714,618.0140640999998,43.916000000000004,684.1715576,46.364,739.014375,48.38800000000001,790.2579846,49.903,951.4097517999999,51.81800000000001,1042.581557,54.467
30,Africa,Mauritania,743.1159097,40.543,846.1202613,42.338,1055.8960359999999,44.24800000000001,1421.145193,46.288999999999994,1586.851781,48.437,1497.492223,50.852,1481.150189,53.599,1421.603576,56.145,1361.369784,58.333,1483.1361359999999,60.43,1579.0195429999999,62.247,1803.1514960000002,64.164
31,Africa,Mauritius,1967.955707,50.986000000000004,2034.037981,58.089,2529.0674870000007,60.246,2475.387562,61.556999999999995,2575.4841579999998,62.943999999999996,3710.9829630000004,64.93,3688.037739,66.711,4783.586903,68.74,6058.253846000001,69.745,7425.7052950000025,70.736,9021.815894,71.954,10956.99112,72.801
32,Africa,Morocco,1688.20357,42.87300000000001,1642.002314,45.423,1566.353493,47.924,1711.04477,50.335,1930.194975,52.861999999999995,2370.619976,55.73,2702.620356,59.65,2755.046991,62.677,2948.047252,65.393,2982.101858,67.66,3258.495584,69.615,3820.17523,71.164
33,Africa,Mozambique,468.5260381,31.285999999999998,495.58683330000014,33.779,556.6863539,36.161,566.6691539,38.113,724.9178037,40.328,502.31973339999996,42.495,462.2114149,42.795,389.87618460000004,42.861000000000004,410.89682389999996,44.284,472.34607710000006,46.343999999999994,633.6179466,44.026,823.6856205,42.082
34,Africa,Namibia,2423.780443,41.725,2621.448058,45.226000000000006,3173.215595,48.386,3793.694753,51.159,3746.080948,53.867,3876.4859579999998,56.437,4191.100511,58.968,3693.7313369999997,60.835,3804.537999,61.998999999999995,3899.52426,58.909,4072.3247509999997,51.479,4811.060429,52.90600000000001
35,Africa,Niger,761.879376,37.444,835.5234025000003,38.598,997.7661127,39.486999999999995,1054.384891,40.118,954.2092363,40.546,808.8970727999997,41.291000000000004,909.7221354000001,42.598,668.3000228,44.555,581.182725,47.39100000000001,580.3052092,51.313,601.0745012,54.496,619.6768923999998,56.867
36,Africa,Nigeria,1077.281856,36.324,1100.5925630000004,37.802,1150.9274779999996,39.36,1014.5141039999999,41.04,1698.3888379999999,42.82100000000001,1981.9518059999998,44.513999999999996,1576.97375,45.826,1385.029563,46.886,1619.848217,47.472,1624.941275,47.464,1615.2863949999999,46.608000000000004,2013.9773050000001,46.858999999999995
37,Africa,Reunion,2718.885295,52.724,2769.451844,55.09,3173.72334,57.666000000000004,4021.1757390000002,60.542,5047.658563,64.274,4319.804067,67.064,5267.219353,69.885,5303.377488,71.913,6101.2558229999995,73.615,6071.941411,74.77199999999998,6316.1652,75.744,7670.122558,76.442
38,Africa,Rwanda,493.32387520000003,40.0,540.2893982999999,41.5,597.4730727000001,43.0,510.9637142,44.1,590.5806637999998,44.6,670.0806011,45.0,881.5706467,46.218,847.991217,44.02,737.0685949,23.599,589.9445051,36.086999999999996,785.6537647999999,43.413000000000004,863.0884639000003,46.242
39,Africa,Sao Tome and Principe,879.5835855,46.471000000000004,860.7369026,48.945,1071.551119,51.893,1384.840593,54.425,1532.985254,56.48,1737.561657,58.55,1890.2181170000001,60.351000000000006,1516.525457,61.728,1428.777814,62.742,1339.076036,63.306000000000004,1353.09239,64.337,1598.435089,65.528
40,Africa,Senegal,1450.356983,37.278,1567.653006,39.329,1654.988723,41.45399999999999,1612.404632,43.563,1597.712056,45.815,1561.769116,48.879,1518.479984,52.379,1441.72072,55.769,1367.899369,58.19600000000001,1392.368347,60.187,1519.635262,61.6,1712.4721359999999,63.062
41,Africa,Sierra Leone,879.7877358,30.331,1004.484437,31.57,1116.6398769999996,32.766999999999996,1206.043465,34.113,1353.759762,35.4,1348.285159,36.788000000000004,1465.010784,38.445,1294.4477880000004,40.006,1068.696278,38.333,574.6481576,39.897,699.4897129999997,41.012,862.5407561000003,42.56800000000001
42,Africa,Somalia,1135.749842,32.978,1258.1474130000001,34.977,1369.488336,36.981,1284.7331800000004,38.977,1254.576127,40.973,1450.9925130000001,41.974,1176.807031,42.955,1093.244963,44.50100000000001,926.9602964,39.658,930.5964284,43.795,882.0818218000003,45.93600000000001,926.1410683,48.159
43,Africa,South Africa,4725.295531000002,45.00899999999999,5487.104219,47.985,5768.729717,49.951,7114.4779709999975,51.927,7765.962636,53.69600000000001,8028.651439,55.527,8568.266228,58.161,7825.823398,60.833999999999996,7225.069257999998,61.88800000000001,7479.188244,60.236000000000004,7710.946444,53.365,9269.657808,49.339
44,Africa,Sudan,1615.991129,38.635,1770.3370739999998,39.624,1959.593767,40.87,1687.997641,42.858000000000004,1659.652775,45.083,2202.9884230000002,47.8,1895.544073,50.338,1507.819159,51.744,1492.197043,53.556000000000004,1632.2107640000006,55.37300000000001,1993.398314,56.369,2602.394995,58.556000000000004
45,Africa,Swaziland,1148.376626,41.407,1244.708364,43.424,1856.182125,44.992,2613.1016649999997,46.633,3364.836625,49.552,3781.410618,52.537,3895.384018,55.56100000000001,3984.8398119999997,57.678000000000004,3553.0224,58.474,3876.7684600000002,54.288999999999994,4128.116943,43.869,4513.480643,39.613
46,Africa,Tanzania,716.6500721,41.215,698.5356073,42.974,722.0038073,44.246,848.2186575,45.757,915.9850592,47.62,962.4922932,49.919,874.2426069,50.608000000000004,831.8220794,51.535,825.682454,50.44,789.1862231,48.466,899.0742111,49.651,1107.482182,52.516999999999996
47,Africa,Togo,859.8086567,38.596,925.9083201999999,41.208,1067.5348099999999,43.922,1477.59676,46.769,1649.660188,49.75899999999999,1532.776998,52.887,1344.577953,55.471000000000004,1202.201361,56.941,1034.298904,58.06100000000001,982.2869242999999,58.39,886.2205765000001,57.56100000000001,882.9699437999999,58.42
48,Africa,Tunisia,1468.475631,44.6,1395.232468,47.1,1660.30321,49.57899999999999,1932.3601670000005,52.053000000000004,2753.285994000001,55.602,3120.876811,59.836999999999996,3560.2331740000004,64.048,3810.419296,66.89399999999999,4332.720164,70.001,4876.798614,71.973,5722.8956549999975,73.042,7092.923025,73.923
49,Africa,Uganda,734.753484,39.978,774.3710692000003,42.57100000000001,767.2717397999999,45.343999999999994,908.9185217,48.051,950.735869,51.01600000000001,843.7331372000001,50.35,682.2662267999998,49.849,617.7244065,51.50899999999999,644.1707968999998,48.825,816.559081,44.578,927.7210018,47.813,1056.3801210000001,51.542
50,Africa,Zambia,1147.388831,42.038000000000004,1311.956766,44.077,1452.725766,46.023,1777.0773179999999,47.768,1773.498265,50.107,1588.688299,51.386,1408.678565,51.82100000000001,1213.315116,50.82100000000001,1210.884633,46.1,1071.353818,40.238,1071.6139380000004,39.19300000000001,1271.211593,42.38399999999999
51,Africa,Zimbabwe,406.8841148,48.451,518.7642681,50.468999999999994,527.2721818,52.358000000000004,569.7950712,53.995,799.3621757999997,55.635,685.5876821,57.674,788.8550411,60.363,706.1573059,62.351000000000006,693.4207856,60.376999999999995,792.4499602999997,46.809,672.0386227000001,39.989000000000004,469.70929810000007,43.486999999999995
52,Americas,Argentina,5911.315053,62.485,6856.856212000002,64.399,7133.1660230000025,65.142,8052.9530209999975,65.634,9443.038526,67.065,10079.026740000001,68.48100000000001,8997.897412,69.942,9139.671389,70.774,9308.41871,71.868,10967.28195,73.275,8797.640716,74.34,12779.379640000001,75.32
53,Americas,Bolivia,2677.3263469999997,40.414,2127.686326,41.89,2180.972546,43.428000000000004,2586.886053,45.032,2980.331339,46.714,3548.097832,50.023,3156.510452,53.858999999999995,2753.6914899999997,57.25100000000001,2961.699694,59.957,3326.143191,62.05,3413.26269,63.883,3822.1370840000004,65.554
54,Americas,Brazil,2108.944355,50.917,2487.365989,53.285,3336.585802,55.665,3429.864357,57.632,4985.711467,59.504,6660.118654,61.489,7030.835878,63.33600000000001,7807.0958180000025,65.205,6950.2830209999975,67.057,7957.9808239999975,69.388,8131.212843000001,71.006,9065.800825,72.39
55,Americas,Canada,11367.16112,68.75,12489.95006,69.96,13462.48555,71.3,16076.58803,72.13,18970.57086,72.88,22090.88306,74.21,22898.79214,75.76,26626.515030000002,76.86,26342.88426,77.95,28954.92589,78.61,33328.96507,79.77,36319.235010000004,80.653
56,Americas,Chile,3939.9787890000002,54.745,4315.6227229999995,56.074,4519.094331,57.924,5106.654313,60.523,5494.024437,63.441,4756.763836,67.05199999999999,5095.6657380000015,70.565,5547.063754,72.492,7596.125964,74.126,10118.053179999999,75.816,10778.78385,77.86,13171.63885,78.553
57,Americas,Colombia,2144.115096,50.643,2323.805581,55.118,2492.351109,57.863,2678.729839,59.963,3264.660041,61.62300000000001,3815.80787,63.836999999999996,4397.575659,66.653,4903.2191,67.768,5444.648617,68.421,6117.361746000001,70.313,5755.259962,71.682,7006.580419,72.889
58,Americas,Costa Rica,2627.0094710000008,57.206,2990.010802,60.026,3460.937025,62.842,4161.727834,65.42399999999999,5118.146939,67.84899999999999,5926.876967,70.75,5262.734751,73.45,5629.915318,74.752,6160.416317,75.71300000000002,6677.045314,77.26,7723.4471950000025,78.123,9645.06142,78.782
59,Americas,Cuba,5586.53878,59.42100000000001,6092.174359000002,62.325,5180.75591,65.24600000000001,5690.268015,68.29,5305.445256,70.723,6380.4949659999975,72.649,7316.918106999998,73.717,7532.924762999999,74.17399999999998,5592.843963,74.414,5431.990415,76.15100000000002,6340.646683,77.158,8948.102923,78.273
60,Americas,Dominican Republic,1397.7171369999999,45.928000000000004,1544.402995,49.828,1662.137359,53.458999999999996,1653.7230029999994,56.75100000000001,2189.874499,59.631,2681.9889,61.788000000000004,2861.092386,63.727,2899.842175,66.046,3044.214214,68.457,3614.101285,69.957,4563.808154,70.847,6025.374752000002,72.235
61,Americas,Ecuador,3522.110717,48.357,3780.5466509999997,51.356,4086.114078,54.64,4579.074215,56.678000000000004,5280.99471,58.79600000000001,6679.62326,61.31,7213.7912670000005,64.342,6481.776993,67.23100000000001,7103.7025950000025,69.613,7429.455876999998,72.312,5773.0445119999995,74.173,6873.262326000001,74.994
62,Americas,El Salvador,3048.3029,45.262,3421.523218,48.57,3776.8036270000002,52.306999999999995,4358.595393,55.855,4520.246008,58.207,5138.922374,56.69600000000001,4098.344175,56.604,4140.442097,63.153999999999996,4444.2317,66.798,5154.825496,69.535,5351.568665999999,70.734,5728.353514,71.878
63,Americas,Guatemala,2428.2377690000008,42.023,2617.155967,44.141999999999996,2750.364446,46.95399999999999,3242.5311469999997,50.01600000000001,4031.4082710000002,53.738,4879.992748,56.028999999999996,4820.49479,58.137,4246.485974,60.782,4439.4508399999995,63.37300000000001,4684.313807,66.322,4858.347495,68.97800000000001,5186.050003,70.259
64,Americas,Haiti,1840.366939,37.579,1726.887882,40.696,1796.589032,43.59,1452.057666,46.243,1654.456946,48.042,1874.2989309999998,49.923,2011.1595489999997,51.46100000000001,1823.015995,53.636,1456.309517,55.089,1341.7269310000001,56.67100000000001,1270.364932,58.137,1201.637154,60.916000000000004
65,Americas,Honduras,2194.926204,41.912,2220.487682,44.665,2291.1568350000002,48.041000000000004,2538.269358,50.924,2529.842345,53.88399999999999,3203.208066,57.402,3121.760794000001,60.909,3023.0966989999997,64.492,3081.694603,66.399,3160.454906,67.65899999999999,3099.72866,68.565,3548.330846000001,70.19800000000001
66,Americas,Jamaica,2898.5308809999997,58.53,4756.525781,62.61,5246.107524,65.61,6124.7034509999985,67.51,7433.889293000001,69.0,6650.195573,70.11,6068.05135,71.21,6351.237495,71.77,7404.923685,71.766,7121.924704000001,72.262,6994.774861,72.047,7320.880262000002,72.567
67,Americas,Mexico,3478.125529,50.788999999999994,4131.546641,55.19,4581.609385,58.299,5754.733883,60.11,6809.4066900000025,62.361000000000004,7674.929108,65.032,9611.147541,67.405,8688.156003,69.498,9472.384295,71.455,9767.29753,73.67,10742.44053,74.902,11977.57496,76.195
68,Americas,Nicaragua,3112.363948,42.31399999999999,3457.415947,45.431999999999995,3634.364406,48.632,4643.393534000002,51.88399999999999,4688.593267,55.151,5486.371089,57.47,3470.338156000001,59.298,2955.984375,62.008,2170.151724,65.843,2253.023004,68.426,2474.548819,70.836,2749.320965,72.899
69,Americas,Panama,2480.380334,55.191,2961.800905,59.201,3536.540301,61.817,4421.009084,64.071,5364.249663000001,66.21600000000001,5351.912144,68.681,7009.601598,70.472,7034.779161,71.523,6618.74305,72.462,7113.692252,73.738,7356.031934000002,74.712,9809.185636,75.53699999999998
70,Americas,Paraguay,1952.3087010000002,62.648999999999994,2046.1547059999998,63.19600000000001,2148.027146,64.361,2299.376311,64.95100000000001,2523.337977,65.815,3248.373311,66.35300000000001,4258.5036039999995,66.874,3998.875695,67.378,4196.411078,68.225,4247.400261,69.4,3783.674243,70.755,4172.838464,71.752
71,Americas,Peru,3758.523437,43.902,4245.256697999999,46.26300000000001,4957.037982,49.096000000000004,5788.09333,51.445,5937.827283,55.448,6281.2908549999975,58.446999999999996,6434.501797,61.40600000000001,6360.9434439999995,64.134,4446.380924,66.458,5838.347657,68.38600000000001,5909.020073,69.906,7408.905561,71.421
72,Americas,Puerto Rico,3081.959785,64.28,3907.1561890000003,68.54,5108.34463,69.62,6929.277714,71.1,9123.041742,72.16,9770.524921,73.44,10330.98915,73.75,12281.34191,74.63,14641.587109999999,73.911,16999.4333,74.917,18855.606180000002,77.778,19328.70901,78.74600000000002
73,Americas,Trinidad and Tobago,3023.271928,59.1,4100.3934,61.8,4997.523971000001,64.9,5621.368472,65.4,6619.5514189999985,65.9,7899.554209000001,68.3,9119.528607,68.832,7388.597823,69.582,7370.990932,69.862,8792.573126000001,69.465,11460.60023,68.976,18008.50924,69.819
74,Americas,United States,13990.482080000002,68.44,14847.12712,69.49,16173.145859999999,70.21,19530.365569999998,70.76,21806.03594,71.34,24072.63213,73.38,25009.55914,74.65,29884.35041000001,75.02,32003.93224,76.09,35767.43303,76.81,39097.09955,77.31,42951.65309,78.242
75,Americas,Uruguay,5716.766744,66.071,6150.772969,67.044,5603.357717,68.253,5444.61962,68.468,5703.408898,68.673,6504.3396630000025,69.48100000000001,6920.223051000001,70.805,7452.398969,71.918,8137.004775,72.752,9230.240708,74.223,7727.002004000001,75.307,10611.46299,76.384
76,Americas,Venezuela,7689.799761,55.088,9802.466526,57.907,8422.974165000001,60.77,9541.474188,63.479,10505.25966,65.712,13143.95095,67.456,11152.410109999999,68.557,9883.584648,70.19,10733.926309999999,71.15,10165.49518,72.146,8605.047831,72.766,11415.805690000001,73.747
77,Asia,Afghanistan,779.4453145,28.801,820.8530296,30.331999999999997,853.1007099999997,31.997,836.1971382,34.02,739.9811057999997,36.088,786.11336,38.438,978.0114388000001,39.854,852.3959447999997,40.821999999999996,649.3413952000002,41.674,635.341351,41.76300000000001,726.7340548,42.129,974.5803384,43.828
78,Asia,Bahrain,9867.084765000001,50.93899999999999,11635.79945,53.832,12753.27514,56.923,14804.6727,59.923,18268.65839,63.3,19340.10196,65.593,19211.14731,69.05199999999999,18524.02406,70.75,19035.579169999997,72.601,20292.01679,73.925,23403.559269999998,74.795,29796.048339999998,75.635
79,Asia,Bangladesh,684.2441716,37.484,661.6374577,39.348,686.3415537999998,41.216,721.1860862000003,43.453,630.2336265,45.251999999999995,659.8772322000002,46.923,676.9818656,50.00899999999999,751.9794035,52.818999999999996,837.8101642999999,56.018,972.7700352,59.412,1136.3904300000004,62.01300000000001,1391.253792,64.062
80,Asia,Cambodia,368.46928560000003,39.417,434.0383364,41.36600000000001,496.9136476,43.415,523.4323142,45.415,421.6240257,40.317,524.9721831999999,31.22,624.4754784,50.957,683.8955732000003,53.913999999999994,682.3031755,55.803000000000004,734.28517,56.534,896.2260152999999,56.751999999999995,1713.7786859999999,59.723
81,Asia,China,400.448610699994,44.0,575.9870009,50.54896,487.6740183,44.50136,612.7056934,58.381119999999996,676.9000921,63.118880000000004,741.2374699,63.96736,962.4213804999999,65.525,1378.904018,67.274,1655.784158,68.69,2289.234136,70.426,3119.280896,72.028,4959.1148539999995,72.961
82,Asia,Hong Kong China,3054.421209,60.96,3629.076457,64.75,4692.6482719999985,67.65,6197.962814,70.0,8315.928145,72.0,11186.14125,73.6,14560.530509999999,75.45,20038.472690000002,76.2,24757.60301,77.601,28377.632189999997,80.0,30209.01516000001,81.495,39724.97867,82.208
83,Asia,India,546.5657493,37.37300000000001,590.061996,40.249,658.3471509,43.605,700.7706107000001,47.19300000000001,724.032527,50.651,813.3373230000003,54.208,855.7235377000003,56.596000000000004,976.5126756000001,58.553000000000004,1164.406809,60.223,1458.817442,61.765,1746.769454,62.879,2452.210407,64.69800000000001
84,Asia,Indonesia,749.6816546,37.468,858.9002707000003,39.918,849.2897700999997,42.518,762.4317721,45.964,1111.107907,49.203,1382.702056,52.702,1516.872988,56.159,1748.356961,60.137,2383.140898,62.681000000000004,3119.335603,66.041,2873.91287,68.58800000000001,3540.6515640000002,70.65
85,Asia,Iran,3035.326002,44.869,3290.257643,47.181000000000004,4187.329802,49.325,5906.7318049999985,52.468999999999994,9613.818607,55.233999999999995,11888.59508,57.702,7608.334602,59.62,6642.881371,63.04,7235.6531879999975,65.742,8263.590301,68.042,9240.761975,69.45100000000001,11605.71449,70.964
86,Asia,Iraq,4129.766056,45.32,6229.333562,48.437,8341.737815,51.457,8931.459811,54.458999999999996,9576.037596,56.95,14688.235069999999,60.413000000000004,14517.90711,62.038000000000004,11643.57268,65.044,3745.6406869999996,59.46100000000001,3076.239795,58.81100000000001,4390.717312,57.04600000000001,4471.061906,59.545
87,Asia,Israel,4086.522128,65.39,5385.278451,67.84,7105.630706,69.39,8393.741404,70.75,12786.93223,71.63,13306.619209999999,73.06,15367.0292,74.45,17122.47986,75.6,18051.52254,76.93,20896.60924,78.26899999999998,21905.59514,79.696,25523.2771,80.745
88,Asia,Japan,3216.956347,63.03,4317.694365,65.5,6576.649461,68.73,9847.788606999999,71.43,14778.78636,73.42,16610.37701,75.38,19384.10571,77.11,22375.941890000002,78.67,26824.895109999998,79.36,28816.58499,80.69,28604.5919,82.0,31656.06806,82.603
